Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Delta_t,Sum Acceleration (g),Corrected_Acc_X(m/s²),Corrected_Acc_Y(m/s²),Corrected_Acc_Z(m/s²)
1900-01-01 15:32:16.425,COM12,,"1,001","0,032","-0,013","0,122","1,465","-0,183","33,019","-87,347","82,864","22,607","81,003","73,372","20,11",96600,"402,67",,,,,,,,,,,,,,"0,1","1,02","5,536307764725987","9,131104763146034","-0,5082680371698657"
1900-01-01 15:32:16.525,COM12,,"0,992","0,033","-0,021","0,183","-3,052","0,0","38,793","-87,556","80,041","22,529","80,977","73,606","20,12",96600,"402,67",,,,,,,,,,,,,,"0,1","1,004","4,999213156945364","8,91064232438816","-0,5320601134013117"
1900-01-01 15:32:16.625,COM12,,"1,016","0,034","-0,011","0,061","0,488","-0,122","41,874","-87,567","80,112","22,529","80,977","73,632","20,14",96600,"402,67",,,,,,,,,,,,,,"0,1","1,0390000000000001","4,769354209827745","8,647674801028776","-0,4180012128552806"
1900-01-01 15:32:16.725,COM12,,"0,978","0,033","-0,016","-1,221","22,278","-0,549","35,502","-86,957","90,049","22,672","81,003","73,112","20,11",96600,"402,67",,,,,,,,,,,,,,"0,1","0,9949999999999999","3,890386989653045","8,293868504907255","-0,5809146057208815"
1900-01-01 15:32:16.825,COM12,,"1,047","0,034","0,08","-1,953","35,339","-0,183","20,566","-84,133","110,039","23,413","81,172","70,902","20,11",96600,"402,67",,,,,,,,,,,,,,"0,1","1,161","3,9028107398840612","7,7362358013508565","-0,15406573513469857"
1900-01-01 15:32:16.925,COM12,,"0,893","0,033","0,073","-7,019","85,388","0,244","12,849","-79,453","123,695","24,817","81,588","67,288","20,12",96600,"402,67",,,,,,,,,,,,,,"0,1","0,999","1,7288687420737006","6,936579385166684","-1,0345486076782024"
1900-01-01 15:32:17.023,COM12,,"0,976","0,032","0,328","-2,502","73,242","-1,465","8,767","-70,637","134,368","28,184","82,186","61,256","20,15",96602,"402,5",,,,,,,,,,,,,,"0,098","1,336","2,1095336103311224","5,807217840695813","0,003156732864741496"
1900-01-01 15:32:17.124,COM12,,"0,856","0,035","0,329","-0,549","35,339","-0,854","8,432","-66,396","141,553","30,914","82,550","57,577","20,11",96601,"402,58",,,,,,,,,,,,,,"0,101","1,22","0,5387894481400126","4,745752329052191","-0,6581016685358012"
1900-01-01 15:32:17.224,COM12,,"0,758","0,033","0,479","-2,991","96,741","-1,404","7,493","-59,013","149,271","34,476","82,927","53,859","20,14",96601,"402,58",,,,,,,,,,,,,,"0,1","1,27","-0,3851164841013208","3,4846825440272653","-0,3084972741511294"
1900-01-01 15:32:17.324,COM12,,"0,683","0,038","0,64","-1,465","67,81","-1,526","6,905","-50,801","156,698","39,650","83,512","50,011","20,15",96602,"402,5",,,,,,,,,,,,,,"0,1","1,3610000000000002","-0,6978806017918178","2,2750800036721293","0,12329527142839503"
1900-01-01 15:32:17.423,COM12,,"0,511","0,035","0,72","-2,686","77,332","-2,808","6,57","-43,797","163,696","44,525","84,032","47,580","20,14",96602,"402,5",,,,,,,,,,,,,,"0,099","1,266","-1,7759155860804148","1,1595961725894193","0,028877762036130683"
1900-01-01 15:32:17.523,COM12,,"0,489","0,028","0,846","-4,761","79,102","-5,981","6,086","-34,728","170,354","50,557","84,630","45,929","20,14",96601,"402,58",,,,,,,,,,,,,,"0,1","1,363","-0,8556920745819054","0,1804627621434488","0,28219832321490834"
1900-01-01 15:32:17.623,COM12,,"0,373","0,023","0,866","-4,028","62,683","-5,432","5,905","-28,916","176,545","55,419","85,020","45,487","20,14",96601,"402,58",,,,,,,,,,,,,,"0,1","1,262","-1,111345226321097","-0,4974398335483198","-0,04595885935054156"
1900-01-01 15:32:17.723,COM12,,"0,305","0,035","0,941","-2,869","56,396","-4,028","5,718","-23,022","-177,369","59,761","85,306","45,838","20,11",96600,"402,67",,,,,,,,,,,,,,"0,1","1,281","-0,7765102155716277","-0,808247298434895","0,24745368296600745"
1900-01-01 15:32:17.823,COM12,,"0,214","0,037","0,988","-8,667","62,073","-5,798","5,345","-17,534","-171,552","63,791","85,618","46,657","20,17",96600,"402,67",,,,,,,,,,,,,,"0,1","1,2389999999999999","-0,6771038808361056","-0,973247714201527","0,3787424552846854"
1900-01-01 15:32:17.924,COM12,,"0,111","0,031","0,993","-12,329","60,852","-4,211","4,427","-11,772","-165,916","67,899","86,320","47,801","20,14",96600,"402,67",,,,,,,,,,,,,,"0,101","1,135","-0,662283307234302","-0,9159298697598103","0,16631434900003583"
1900-01-01 15:32:18.024,COM12,,"0,067","-0,03","0,983","-10,376","50,903","-2,38","3,461","-6,735","-160,411","71,799","87,360","49,231","20,14",96600,"402,67",,,,,,,,,,,,,,"0,1","1,02","-0,22610178356223842","-1,2372669034752704","-0,08130431846257125"
1900-01-01 15:32:18.124,COM12,,"0,073","-0,027","0,973","-3,54","7,263","-2,93","2,84","-5,35","-155,242","73,788","88,140","49,959","20,17",96600,"402,67",,,,,,,,,,,,,,"0,1","1,019","0,09009778863645557","-1,088835509590139","-0,21013855136962079"
1900-01-01 15:32:18.224,COM12,,"0,069","-0,026","1,0","0,549","-7,507","-2,136","2,576","-5,394","-150,458","74,334","88,465","50,089","20,15",96599,"402,76",,,,,,,,,,,,,,"0,1","1,043","0,09280306641277469","-1,0928775310462266","0,053309770281508406"
1900-01-01 15:32:18.324,COM12,,"0,098","-0,029","1,012","0,671","-1,831","-3,357","2,466","-5,845","-145,904","74,230","88,478","49,933","20,17",96599,"402,76",,,,,,,,,,,,,,"0,1","1,081","0,37146803823373586","-1,1935400057465213","0,17775938651969092"
1900-01-01 15:32:18.422,COM12,,"0,091","-0,025","1,019","0,977","3,235","-1,709","2,379","-6,235","-141,526","73,944","88,517","49,725","20,14",96600,"402,67",,,,,,,,,,,,,,"0,098","1,085","0,3126611595261721","-1,2263457382191054","0,2528231738775819"
1900-01-01 15:32:18.522,COM12,,"0,114","-0,029","0,986","3,113","-0,916","0,61","2,313","-6,284","-137,104","73,918","88,452","49,712","20,11",96600,"402,67",,,,,,,,,,,,,,"0,1","1,071","0,6018354737341102","-1,3048226082527408","-0,07045266705271302"
1900-01-01 15:32:18.624,COM12,,"-0,035","-0,015","0,987","22,217","36,316","-8,789","3,065","-5,345","-133,077","74,204","87,971","50,076","20,17",96600,"402,67",,,,,,,,,,,,,,"0,102","0,9369999999999999","-0,5834480211991566","-1,1719310603972293","-0,07090258175177944"
1900-01-01 15:32:18.724,COM12,,"-0,06","0,056","1,018","43,457","17,456","-4,944","6,141","-2,082","-129,479","75,699","86,372","51,337","20,14",96600,"402,67",,,,,,,,,,,,,,"0,1","1,014","-0,0038830571614901777","-0,3913706100101939","0,2393120742606314"
1900-01-01 15:32:18.824,COM12,,"-0,063","0,164","1,027","54,504","22,034","-5,554","10,701","0,143","-125,931","76,934","83,681","52,455","20,15",96599,"402,76",,,,,,,,,,,,,,"0,1","1,128","0,871047096774886","0,5594112107732654","0,43550027910005795"
1900-01-01 15:32:18.924,COM12,,"-0,091","0,271","0,966","51,88","29,663","-5,737","15,661","2,181","-122,217","78,403","80,613","53,521","20,15",96599,"402,76",,,,,,,,,,,,,,"0,1","1,146","1,5393726801275625","1,550830311155045","0,03749186021141959"
1900-01-01 15:32:19.022,COM12,,"-0,125","0,344","0,886","66,406","6,409","-6,104","21,22","3,527","-118,867","79,924","77,298","54,990","20,14",96598,"402,84",,,,,,,,,,,,,,"0,098","1,105","2,154877490864453","2,153102376060863","-0,43587650903800856"
1900-01-01 15:32:19.122,COM12,,"-0,146","0,435","0,873","64,758","8,85","-3,967","27,521","4,883","-115,686","81,237","73,697","57,239","20,12",96596,"403,01",,,,,,,,,,,,,,"0,1","1,162","2,973733224010682","2,9699655563828204","-0,10420994000189765"
1900-01-01 15:32:19.222,COM12,,"-0,16","0,526","0,808","59,631","0,366","-4,089","33,267","5,251","-112,747","82,095","70,460","59,683","20,12",96597,"402,93",,,,,,,,,,,,,,"0,1","1,174","3,6833052126846093","3,7716408436134836","-0,24146827803958448"
1900-01-01 15:32:19.322,COM12,,"-0,167","0,596","0,835","55,847","-3,54","-1,221","38,738","5,213","-110,27","82,407","67,639","62,049","20,14",96597,"402,93",,,,,,,,,,,,,,"0,1","1,2639999999999998","4,361133396909145","4,3722276422042725","0,5710473021428877"
1900-01-01 15:32:19.423,COM12,,"-0,136","0,671","0,708","51,086","-4,7","3,174","43,44","4,697","-107,743","82,199","65,247","64,298","20,14",96597,"402,93",,,,,,,,,,,,,,"0,101","1,2429999999999999","5,268041349446886","5,082423677772999","-0,15358883803990064"
1900-01-01 15:32:19.523,COM12,,"-0,144","0,751","0,671","46,631","1,526","7,385","48,01","4,213","-104,952","81,796","62,959","66,846","20,17",96597,"402,93",,,,,,,,,,,,,,"0,1","1,278","5,756283293027198","5,951874516563389","0,03734528007731086"
1900-01-01 15:32:19.622,COM12,,"-0,112","0,798","0,615","47,119","3,784","10,01","52,262","3,576","-101,915","81,510","60,580","69,810","20,12",96598,"402,84",,,,,,,,,,,,,,"0,099","1,3010000000000002","6,569376792747556","6,593106440130936","0,04061374150785202"
1900-01-01 15:32:19.722,COM12,,"-0,112","0,855","0,558","50,842","2,869","4,089","56,915","3,148","-99,152","81,328","57,993","73,190","20,14",96597,"402,93",,,,,,,,,,,,,,"0,1","1,3010000000000002","7,062842707744926","7,370550567011339","0,1269521974869008"
1900-01-01 15:32:19.823,COM12,,"-0,104","0,914","0,465","50,293","-2,502","-2,075","61,688","3,246","-96,855","81,393","55,510","76,843","20,15",96597,"402,93",,,,,,,,,,,,,,"0,101","1,2750000000000001","7,58597363738192","8,197073561329201","-0,08349972568982267"
1900-01-01 15:32:19.923,COM12,,"-0,112","0,881","0,383","51,025","-4,944","1,526","66,407","3,274","-95,229","81,471","53,326","80,561","20,15",96596,"403,01",,,,,,,,,,,,,,"0,1","1,1520000000000001","7,874301483640863","8,046595014930325","-0,16268729398617676"
1900-01-01 15:32:20.022,COM12,,"-0,076","0,958","0,319","43,579","-3,662","6,104","71,005","2,78","-93,543","81,068","52,026","83,772","20,14",96597,"402,93",,,,,,,,,,,,,,"0,099","1,201","8,522097318907438","8,979325470654436","-0,05986637168915365"
1900-01-01 15:32:20.122,COM12,,"-0,062","0,994","0,205","35,4","3,113","3,174","74,729","2,225","-91,89","79,638","54,119","83,759","20,17",96598,"402,84",,,,,,,,,,,,,,"0,1","1,137","8,853557343968879","9,53928148871853","-0,5708069798412252"
1900-01-01 15:32:20.222,COM12,,"-0,088","1,006","0,15","33,386","1,709","0,916","77,981","2,186","-90,176","78,208","57,525","82,550","20,14",96598,"402,84",,,,,,,,,,,,,,"0,1","1,068","8,731865157623716","9,917305769034405","-0,5698089946386966"
1900-01-01 15:32:20.322,COM12,,"-0,066","0,978","0,125","31,555","-3,174","2,991","81,052","2,054","-88,687","76,817","60,840","81,276","20,15",96598,"402,84",,,,,,,,,,,,,,"0,1","1,037","9,039353878740455","9,870905714527368","-0,2985974538656744"
1900-01-01 15:32:20.422,COM12,,"-0,069","1,002","0,08","26,794","0,0","3,601","83,831","1,813","-87,27","75,309","64,740","79,313","20,14",96598,"402,84",,,,,,,,,,,,,,"0,1","1,0130000000000001","9,063645052174989","10,32747366315949","-0,26886912616298375"
1900-01-01 15:32:20.522,COM12,,"-0,054","1,003","0,02","18,433","-0,061","3,784","86,072","1,588","-85,798","73,476","69,979","75,621","20,17",96598,"402,84",,,,,,,,,,,,,,"0,1","0,9689999999999999","9,229542854386153","10,57512263958956","-0,4755547976294844"
1900-01-01 15:32:20.622,COM12,,"-0,052","1,009","0,001","11,414","-1,831","3,479","87,451","1,384","-84,293","71,422","74,087","72,072","20,17",96599,"402,76",,,,,,,,,,,,,,"0,1","0,9579999999999999","9,240549783616569","10,883329532992354","-0,4263503940169365"
1900-01-01 15:32:20.721,COM12,,"-0,06","1,009","-0,011","3,784","-0,61","0,916","88,303","1,258","-83,095","69,888","77,168","69,264","20,17",96599,"402,76",,,,,,,,,,,,,,"0,099","0,9379999999999998","9,145208508264366","11,083496788751841","-0,3983524079517358"
1900-01-01 15:32:20.822,COM12,,"-0,054","1,01","0,003","-3,662","1,282","-1,526","88,467","1,417","-81,865","69,056","79,066","67,431","20,15",96599,"402,76",,,,,,,,,,,,,,"0,101","0,959","9,177151703187002","11,30220139822286","-0,23293378193727032"
1900-01-01 15:32:20.922,COM12,,"-0,073","1,07","0,081","-25,574","3,662","-1,648","87,374","1,692","-80,508","68,861","79,833","66,261","20,17",96599,"402,76",,,,,,,,,,,,,,"0,1","1,078","8,947208593858777","12,125856504599529","0,34534804527812096"
1900-01-01 15:32:21.022,COM12,,"-0,106","1,07","0,181","-66,589","9,827","-7,263","83,145","2,098","-78,97","69,017","79,937","64,155","20,15",96599,"402,76",,,,,,,,,,,,,,"0,1","1,145","8,511887803888406","12,402234232708459","0,6055018088957809"
1900-01-01 15:32:21.122,COM12,,"-0,156","1,025","0,273","-81,482","14,221","-25,452","75,877","4,125","-76,849","70,226","80,639","60,827","20,17",96601,"402,58",,,,,,,,,,,,,,"0,1","1,142","7,694447168996147","12,387408762182039","0,2906484392722888"
1900-01-01 15:32:21.223,COM12,,"-0,189","0,911","0,453","-111,816","19,836","-26,855","66,209","7,3","-74,877","77,402","66,300","73,736","20,18",96600,"402,67",,,,,,,,,,,,,,"0,101","1,175","6,6802286617951525","11,764202358064606","0,5186372846774252"
1900-01-01 15:32:21.323,COM12,,"-0,254","0,895","0,557","-138,794","2,869","-21,729","53,976","10,031","-73,911","88,725","34,749","96,642","20,17",96599,"402,76",,,,,,,,,,,,,,"0,1","1,198","4,853044872571742","11,944287944566351","-0,21713271577029225"
1900-01-01 15:32:21.423,COM12,,"-0,181","0,822","0,633","-145,569","-17,883","-24,658","39,875","10,245","-75,828","93,405","20,930","101,699","20,17",96600,"402,67",,,,,,,,,,,,,,"0,1","1,274","3,9944728282839943","10,90193328843577","-1,198870213046085"
1900-01-01 15:32:21.522,COM12,,"-0,313","0,508","0,784","-134,46","11,841","-21,851","26,779","12,255","-77,003","94,042","25,610","96,278","20,18",96600,"402,67",,,,,,,,,,,,,,"0,099","0,9790000000000001","0,8180558132629598","7,788866969207977","-0,8672778444065834"
1900-01-01 15:32:21.622,COM12,,"-0,25","0,259","0,88","-129,395","5,981","-19,531","14,183","13,942","-77,531","94,146","33,007","91,286","20,18",96600,"402,67",,,,,,,,,,,,,,"0,1","0,889","-0,6003270779012504","5,297282059276585","-0,5979804108747651"
1900-01-01 15:32:21.722,COM12,,"-0,149","0,068","0,959","-117,554","-17,09","-18,799","2,186","13,321","-79,036","93,145","40,742","87,087","20,17",96600,"402,67",,,,,,,,,,,,,,"0,1","0,878","-1,5239070450473637","2,955662579919025","-0,1313199592255856"
1900-01-01 15:32:21.822,COM12,,"-0,221","-0,197","0,91","-84,595","-9,277","-5,432","-7,482","12,057","-79,448","91,585","47,593","84,149","20,17",96597,"402,93",,,,,,,,,,,,,,"0,1","0,492","-3,795877241196612","-0,16914484015084397","-0,5848125285428214"
1900-01-01 15:32:21.921,COM12,,"-0,289","-0,25","0,947","-52,429","6,348","-0,916","-13,425","12,711","-78,805","90,935","52,273","83,122","20,15",96599,"402,76",,,,,,,,,,,,,,"0,099","0,40800000000000003","-5,47698669011943","-0,8350991711502691","-0,018017689615531296"
1900-01-01 15:32:22.021,COM12,,"-0,206","-0,338","0,886","-52,307","7,874","-10,803","-18,572","12,958","-78,882","90,220","57,096","81,809","20,17",96599,"402,76",,,,,,,,,,,,,,"0,1","0,34199999999999997","-5,488758737461827","-1,8721947299840969","-0,3706708213121299"
1900-01-01 15:32:22.121,COM12,,"-0,176","-0,407","0,837","-59,082","-4,517","-16,357","-24,329","12,552","-79,761","88,582","65,143","78,455","20,17",96598,"402,84",,,,,,,,,,,,,,"0,1","0,254","-6,048991783323573","-2,799363994183209","-0,5142064598199276"
1900-01-01 15:32:22.222,COM12,,"-0,267","-0,492","0,812","-51,025","4,333","6,47","-29,663","12,09","-79,42","86,502","74,204","74,464","20,18",96597,"402,93",,,,,,,,,,,,,,"0,101","0,05300000000000005","-7,719497075177384","-3,9628607743162556","-0,3696190167118516"
1900-01-01 15:32:22.321,COM12,,"-0,252","-0,597","0,799","-50,964","1,648","5,066","-34,42","12,563","-78,338","84,916","82,693","70,785","20,17",96597,"402,93",,,,,,,,,,,,,,"0,099","-0,04999999999999993","-8,258607979164209","-5,253582399710744","-0,06048475092407557"
1900-01-01 15:32:22.422,COM12,,"-0,211","-0,619","0,765","-59,509","-12,512","-8,728","-39,595","11,975","-77,476","82,069","94,380","63,999","20,18",96597,"402,93",,,,,,,,,,,,,,"0,101","-0,06499999999999995","-8,513716942935776","-5,897113116822588","0,10987278250410704"
1900-01-01 15:32:22.521,COM12,,"-0,05","-0,721","0,646","-65,063","-23,254","-19,043","-45,698","9,8","-76,893","77,259","111,293","52,377","20,17",96597,"402,93",,,,,,,,,,,,,,"0,099","-0,125","-7,592770020640905","-7,529255627745201","-0,41445833543645705"
1900-01-01 15:32:22.622,COM12,,"-0,059","-0,754","0,591","-58,899","-21,667","-19,165","-51,597","6,801","-75,905","70,733","130,572","38,077","20,18",96598,"402,84",,,,,,,,,,,,,,"0,101","-0,22199999999999998","-8,210793848260595","-8,569015031181635","-0,2532724418356711"
1900-01-01 15:32:22.722,COM12,,"0,044","-0,883","0,487","-54,993","-23,804","-15,137","-57,014","4,235","-74,685","61,893","153,842","16,302","20,18",96598,"402,84",,,,,,,,,,,,,,"0,1","-0,352","-7,608983904259755","-10,455225092667476","-0,5488454082270566"
1900-01-01 15:32:22.821,COM12,,"0,019","-0,893","0,356","-54,565","-24,597","-2,808","-62,369","2,368","-72,724","49,881","177,866","-16,172","20,18",96597,"402,93",,,,,,,,,,,,,,"0,099","-0,518","-8,16853129702064","-11,161897904283293","-1,053392052378935"
1900-01-01 15:32:22.921,COM12,,"-0,042","-0,934","0,297","-56,641","-25,024","8,728","-67,802","1,945","-70,071","37,583","197,600","-51,844","20,22",96597,"402,93",,,,,,,,,,,,,,"0,1","-0,679","-8,993892756413965","-12,140243159936665","-0,7905957473745708"
1900-01-01 15:32:23.021,COM12,,"-0,068","-0,955","0,18","-46,021","-6,409","13,306","-72,944","2,725","-68,011","28,158","214,357","-83,265","20,22",96597,"402,93",,,,,,,,,,,,,,"0,1","-0,843","-9,414606927364154","-12,753300099723937","-1,108280621252273"
1900-01-01 15:32:23.121,COM12,,"-0,125","-1,009","0,101","-5,127","-3,113","-7,08","-75,487","2,802","-67,566","16,120","232,557","-125,762","20,14",96597,"402,93",,,,,,,,,,,,,,"0,1","-1,033","-10,05034945255377","-13,411431885799482","-1,464633532578493"
1900-01-01 15:32:23.221,COM12,,"-0,036","-1,052","0,151","0,244","-26,123","-5,066","-75,504","1,989","-67,758","-4,823","255,450","-192,634","20,20",96597,"402,93",,,,,,,,,,,,,,"0,1","-0,937","-9,176427922377723","-13,83629809375593","-0,9727753251122424"
1900-01-01 15:32:23.321,COM12,,"-0,028","-0,992","0,115","5,676","-8,118","-7,629","-75,498","1,406","-67,313","-30,186","281,294","-263,627","20,17",96598,"402,84",,,,,,,,,,,,,,"0,1","-0,905","-9,060512281077136","-13,339039985504172","-1,327669757834622"
1900-01-01 15:32:23.421,COM12,,"0,123","-0,959","0,148","14,832","-6,409","-16,663","-74,778","0,242","-66,94","-58,175","303,043","-330,798","20,17",96596,"403,01",,,,,,,,,,,,,,"0,1","-0,688","-7,507089790455998","-13,105494751039961","-1,1238076727491566"
1900-01-01 15:32:23.521,COM12,,"0,142","-1,001","0,15","51,636","13,428","-10,864","-72,021","-0,895","-67,626","-87,659","318,045","-384,189","20,20",96598,"402,84",,,,,,,,,,,,,,"0,1","-0,7089999999999999","-7,21750441520531","-13,415390441817365","-1,5561675150309486"
1900-01-01 15:32:23.620,COM12,,"-0,185","-1,026","0,329","106,506","71,838","-14,893","-64,061","-0,835","-71,213","-113,581","320,749","63,882","20,18",96599,"402,76",,,,,,,,,,,,,,"0,099","-0,8820000000000001","-10,146452503405401","-12,965311788271144","-1,06308563619136"
1900-01-01 15:32:23.720,COM12,,"-0,149","-0,781","0,742","110,046","37,292","46,814","-54,822","4,444","-74,844","-129,259","312,182","365,352","20,23",96599,"402,76",,,,,,,,,,,,,,"0,1","-0,18800000000000006","-9,315647752315698","-9,335304961567674","1,6442890569590523"
1900-01-01 15:32:23.820,COM12,,"-0,206","-0,598","0,708","150,574","-12,024","25,269","-41,6","8,591","-74,663","-134,992","302,263","396,032","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","-0,09599999999999997","-8,591867667407882","-6,532261780085318","-0,30810943488099696"
1900-01-01 15:32:23.920,COM12,,"-0,026","-0,344","0,825","145,508","-28,564","18,188","-26,955","9,174","-72,328","-137,111","294,437","397,553","20,18",96597,"402,93",,,,,,,,,,,,,,"0,1","0,45499999999999996","-4,915208240230078","-3,3961997814158424","-0,5391687546078785"
1900-01-01 15:32:24.020,COM12,,"-0,043","-0,05","0,981","123,413","-9,033","14,404","-13,771","7,097","-69,681","-138,463","288,509","397,085","20,17",96597,"402,93",,,,,,,,,,,,,,"0,1","0,888","-3,0204831720195737","-0,19745759827080173","0,1685992732825845"
1900-01-01 15:32:24.120,COM12,,"-0,077","0,088","1,023","74,036","-3,662","22,461","-3,625","6,306","-67,802","-138,957","283,959","396,825","20,20",96598,"402,84",,,,,,,,,,,,,,"0,1","1,0339999999999998","-1,7359262224452094","1,624602756203601","0,30449454952400856"
1900-01-01 15:32:24.220,COM12,,"-0,134","0,064","1,046","17,273","-1,343","13,245","0,692","5,96","-65,715","-138,905","282,009","396,734","20,20",96597,"402,93",,,,,,,,,,,,,,"0,1","0,976","-1,625445145641426","1,6049766505419587","0,5049983206178119"
1900-01-01 15:32:24.321,COM12,,"-0,048","-0,083","1,114","-28,87","-30,701","-2,991","-0,148","6,229","-65,391","-138,489","283,036","396,721","20,22",96600,"402,67",,,,,,,,,,,,,,"0,101","0,9830000000000001","-0,9371623261568495","0,14294477474016953","1,1762890750450445"
1900-01-01 15:32:24.420,COM12,,"-0,043","-0,142","1,002","-24,658","-24,292","1,099","-3,664","2,966","-65,484","-139,919","285,402","396,578","20,20",96601,"402,58",,,,,,,,,,,,,,"0,099","0,817","-1,202419653259506","-1,1922594210792088","0,05278641324116684"
1900-01-01 15:32:24.520,COM12,,"-0,017","-0,132","1,079","0,854","-21,362","1,221","-5,043","1,17","-65,067","-141,193","286,494","396,591","20,22",96601,"402,58",,,,,,,,,,,,,,"0,1","0,9299999999999999","-1,0328490732882625","-1,4775050441415478","0,8150017840159087"
1900-01-01 15:32:24.620,COM12,,"0,024","-0,02","1,014","9,399","-14,771","-0,793","-4,197","-0,082","-64,968","-142,194","286,156","396,591","20,20",96600,"402,67",,,,,,,,,,,,,,"0,1","1,018","-0,40915349855755345","-0,5126709491171912","0,16365739272056068"
1900-01-01 15:32:24.721,COM12,,"0,061","-0,039","1,006","1,282","1,953","11,047","-3,538","-0,659","-64,325","-142,597","285,714","396,630","20,18",96599,"402,76",,,,,,,,,,,,,,"0,101","1,028","0,10159331639541469","-0,7463760509154747","0,07820461376300436"
1900-01-01 15:32:24.821,COM12,,"0,021","-0,059","1,004","-7,751","-11,047","8,24","-3,752","-1,714","-63,27","-142,805","285,571","396,760","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","0,966","-0,2356410783224936","-1,1290328509387122","0,06464613361967686"
1900-01-01 15:32:24.920,COM12,,"0,061","-0,066","1,03","5,615","3,357","7,202","-3,625","-3,131","-62,639","-143,403","285,558","396,799","20,22",96598,"402,84",,,,,,,,,,,,,,"0,099","1,025","0,2933155672107786","-1,4074412831701542","0,3285419303507684"
1900-01-01 15:32:25.020,COM12,,"-0,245","-0,05","1,031","-3,54","-8,179","11,047","-3,477","-2,922","-61,595","-143,052","285,324","396,864","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","0,736","-2,6893270439318075","-1,2125839081538072","0,3348989303207013"
1900-01-01 15:32:25.121,COM12,,"-0,043","-0,095","0,945","10,498","5,859","3,54","-3,29","2,005","-60,886","-140,517","285,246","397,384","20,23",96599,"402,76",,,,,,,,,,,,,,"0,101","0,8069999999999999","-1,0804092874534446","-0,9065132083912496","-0,5173856285631384"
1900-01-01 15:32:25.219,COM12,,"-0,025","0,07","0,958","16,052","-3,601","-1,709","-1,939","1,681","-60,963","-139,269","285,038","397,774","20,18",96601,"402,58",,,,,,,,,,,,,,"0,098","1,003","-0,6750532559371081","0,7770503706263139","-0,4021835686203499"
1900-01-01 15:32:25.319,COM12,,"-0,074","0,046","1,001","19,409","2,441","1,648","-0,038","1,747","-60,705","-138,281","284,596","398,346","20,20",96598,"402,84",,,,,,,,,,,,,,"0,1","0,9729999999999999","-0,8779506932109166","0,7088984073827644","0,014371957760843657"
1900-01-01 15:32:25.419,COM12,,"-0,033","0,026","0,953","-1,831","1,526","-3,174","0,352","1,78","-60,947","-136,448","285,077","398,996","20,22",96597,"402,93",,,,,,,,,,,,,,"0,1","0,946","-0,4190188766789675","0,5506968165315296","-0,45615127975961123"
1900-01-01 15:32:25.519,COM12,,"-0,009","-0,01","1,0","-0,671","1,16","-8,728","0,39","1,637","-61,639","-133,432","286,403","399,620","20,20",96598,"402,84",,,,,,,,,,,,,,"0,1","0,981","-0,16265051854839357","0,18022034974565265","0,004230866668404332"
1900-01-01 15:32:25.619,COM12,,"-0,008","-0,052","1,009","0,427","-0,854","-2,93","0,385","1,511","-62,073","-129,857","287,664","400,218","20,20",96598,"402,84",,,,,,,,,,,,,,"0,1","0,9489999999999998","-0,1413869140337921","-0,25069853841279455","0,0919225162966324"
1900-01-01 15:32:25.721,COM12,,"-0,023","-0,087","1,013","0,061","-0,122","-6,348","0,297","1,467","-62,408","-126,854","288,470","400,673","20,17",96598,"402,84",,,,,,,,,,,,,,"0,102","0,9029999999999999","-0,2968852775319944","-0,6073359928952575","0,13087711861532014"
1900-01-01 15:32:25.820,COM12,,"-0,023","0,015","1,009","0,0","0,0","0,0","0,143","1,439","-62,479","-126,087","288,704","400,777","20,20",96598,"402,84",,,,,,,,,,,,,,"0,099","1,001","-0,3177504353518076","0,3769406323656372","0,09141434611983001"
1900-01-01 15:32:25.920,COM12,,"-0,023","0,015","1,009","0,0","0,0","0,0","0,11","1,417","-62,441","-125,996","288,730","400,777","20,20",96599,"402,76",,,,,,,,,,,,,,"0,1","1,001","-0,32116981380649884","0,3709273296424008","0,0913080049764563"
1900-01-01 15:32:26.020,COM12,,"-0,023","0,016","1,009","0,0","0,0","0,0","0,121","1,401","-62,402","-125,983","288,730","400,764","20,23",96599,"402,76",,,,,,,,,,,,,,"0,1","1,002","-0,3183842654265485","0,37911763551739186","0,09124443921939651"
1900-01-01 15:32:26.120,COM12,,"-0,023","0,015","1,008","0,0","0,0","0,0","0,148","1,384","-62,364","-125,983","288,730","400,777","20,20",96600,"402,67",,,,,,,,,,,,,,"0,1","1,0","-0,3130863045787605","0,36881231006199144","0,08137455470741983"
1900-01-01 15:32:26.220,COM12,,"-0,022","0,015","1,008","0,0","0,0","0,0","0,176","1,368","-62,331","-125,996","288,730","400,777","20,20",96600,"402,67",,,,,,,,,,,,,,"0,1","1,0010000000000001","-0,29788624397518043","0,3685623060391749","0,08132232193984734"
