Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	Angle of course(°)	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 09:06:42.994	COM12	2024-09-20 13:51:47.804	-0,019	-0,015	0,999	0,244	0,000	0,000	-1,033	1,077	168,173	213,889	-142,181	403,611	19,57	96529	408,72														
 09:06:43.088	COM12	2024-09-20 13:51:47.904	-0,020	-0,014	1,000	0,061	0,000	0,000	-1,022	1,077	168,173	213,876	-141,791	403,806	19,55	96529	408,72														
 09:06:43.196	COM12	2024-09-20 13:51:48.004	-0,019	-0,014	0,999	0,061	0,122	0,000	-1,022	1,077	168,173	213,863	-141,765	403,871	19,52	96529	408,72														
 09:06:43.289	COM12	2024-09-20 13:51:48.104	-0,019	-0,015	0,999	0,061	0,061	0,000	-1,011	1,071	168,173	213,863	-141,778	403,871	19,57	96530	408,64														
 09:06:43.399	COM12	2024-09-20 13:51:48.204	-0,019	-0,014	0,999	0,061	0,000	0,000	-1,000	1,071	168,173	213,863	-141,778	403,897	19,58	96530	408,64														
 09:06:43.491	COM12	2024-09-20 13:51:48.304	-0,019	-0,014	0,999	0,122	0,122	0,000	-0,989	1,071	168,173	213,850	-141,791	403,897	19,54	96530	408,64														
 09:06:43.597	COM12	2024-09-20 13:51:48.404	-0,020	-0,014	0,999	0,122	0,061	0,000	-0,978	1,071	168,173	213,837	-141,791	403,910	19,57	96530	408,64														
 09:06:43.691	COM12	2024-09-20 13:51:48.504	-0,020	-0,014	0,999	0,061	0,061	0,000	-0,967	1,071	168,173	213,824	-141,791	403,923	19,55	96530	408,64														
 09:06:43.784	COM12	2024-09-20 13:51:48.604	-0,019	-0,014	0,999	0,122	0,122	0,000	-0,961	1,071	168,173	213,811	-141,778	403,923	19,54	96530	408,64														
 09:06:43.892	COM12	2024-09-20 13:51:48.704	-0,020	-0,014	0,999	0,122	0,000	0,000	-0,950	1,066	168,173	213,824	-141,791	403,936	19,57	96530	408,64														
 09:06:43.985	COM12	2024-09-20 13:51:48.804	-0,019	-0,014	0,999	0,061	0,061	0,000	-0,939	1,066	168,173	213,811	-141,778	403,936	19,57	96530	408,64														
 09:06:44.092	COM12	2024-09-20 13:51:48.904	-0,019	-0,013	0,999	0,061	0,000	0,000	-0,934	1,071	168,173	213,811	-141,778	403,949	19,57	96530	408,64														
 09:06:44.199	COM12	2024-09-20 13:51:49.004	-0,019	-0,014	0,999	0,061	0,000	0,000	-0,928	1,066	168,173	213,824	-141,778	403,962	19,57	96530	408,64														
 09:06:44.292	COM12	2024-09-20 13:51:49.104	-0,019	-0,014	0,998	0,061	0,061	0,000	-0,923	1,066	168,173	213,811	-141,778	403,962	19,58	96530	408,64														
 09:06:44.383	COM12	2024-09-20 13:51:49.204	-0,020	-0,014	0,998	0,122	0,000	0,000	-0,917	1,060	168,173	213,811	-141,778	403,962	19,57	96530	408,64														
 09:06:44.493	COM12	2024-09-20 13:51:49.304	-0,019	-0,014	0,999	0,122	0,061	0,000	-0,906	1,066	168,173	213,798	-141,765	403,962	19,54	96529	408,72														
 09:06:44.587	COM12	2024-09-20 13:51:49.404	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,906	1,060	168,173	213,798	-141,765	403,975	19,55	96530	408,64														
 09:06:44.695	COM12	2024-09-20 13:51:49.504	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,912	1,055	168,173	213,824	-141,791	403,975	19,60	96530	408,64														
 09:06:44.787	COM12	2024-09-20 13:51:49.604	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,912	1,049	168,173	213,811	-141,791	403,975	19,57	96530	408,64														
 09:06:44.895	COM12	2024-09-20 13:51:49.704	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,917	1,044	168,173	213,811	-141,791	403,962	19,55	96530	408,64														
 09:06:44.989	COM12	2024-09-20 13:51:49.804	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,917	1,038	168,173	213,811	-141,778	403,975	19,54	96529	408,72														
 09:06:45.096	COM12	2024-09-20 13:51:49.904	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,917	1,038	168,173	213,837	-141,778	403,962	19,58	96529	408,72														
 09:06:45.189	COM12	2024-09-20 13:51:50.004	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,923	1,033	168,173	213,824	-141,778	403,962	19,58	96530	408,64														
 09:06:45.298	COM12	2024-09-20 13:51:50.104	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,923	1,027	168,173	213,824	-141,778	403,975	19,55	96529	408,72														
 09:06:45.391	COM12	2024-09-20 13:51:50.204	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,923	1,022	168,173	213,824	-141,778	403,988	19,55	96529	408,72														
 09:06:45.499	COM12	2024-09-20 13:51:50.304	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,923	1,022	168,173	213,824	-141,778	404,001	19,55	96529	408,72														
 09:06:45.591	COM12	2024-09-20 13:51:50.404	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,928	1,016	168,173	213,811	-141,791	403,988	19,58	96529	408,72														
 09:06:45.683	COM12	2024-09-20 13:51:50.504	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,928	1,016	168,173	213,837	-141,791	404,014	19,54	96529	408,72														
 09:06:45.791	COM12	2024-09-20 13:51:50.604	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,928	1,011	168,173	213,837	-141,778	404,014	19,62	96529	408,72														
 09:06:45.884	COM12	2024-09-20 13:51:50.704	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,928	1,011	168,173	213,824	-141,804	404,001	19,57	96529	408,72														
 09:06:45.991	COM12	2024-09-20 13:51:50.804	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,934	1,005	168,173	213,824	-141,804	404,001	19,57	96530	408,64														
 09:06:46.098	COM12	2024-09-20 13:51:50.904	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,934	1,005	168,173	213,837	-141,804	404,001	19,57	96529	408,72														
 09:06:46.191	COM12	2024-09-20 13:51:51.004	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,934	1,000	168,173	213,837	-141,804	404,001	19,55	96529	408,72														
 09:06:46.286	COM12	2024-09-20 13:51:51.104	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,934	1,000	168,173	213,824	-141,804	403,988	19,58	96529	408,72														
 09:06:46.394	COM12	2024-09-20 13:51:51.204	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,934	0,994	168,173	213,837	-141,804	403,988	19,57	96529	408,72														
 09:06:46.487	COM12	2024-09-20 13:51:51.304	-0,020	-0,014	0,998	0,000	0,000	0,000	-0,939	0,994	168,173	213,837	-141,791	404,001	19,55	96529	408,72														
 09:06:46.595	COM12	2024-09-20 13:51:51.404	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,939	0,989	168,173	213,824	-141,817	404,001	19,58	96530	408,64														
 09:06:46.687	COM12	2024-09-20 13:51:51.504	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,939	0,989	168,173	213,811	-141,895	403,988	19,57	96529	408,72														
 09:06:46.795	COM12	2024-09-20 13:51:51.604	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,939	0,989	168,173	213,772	-141,973	403,988	19,60	96529	408,72														
 09:06:46.887	COM12	2024-09-20 13:51:51.704	-0,019	-0,014	0,999	0,000	0,000	0,000	-0,939	0,983	168,173	213,759	-141,986	403,988	19,60	96529	408,72														
 09:06:46.996	COM12	2024-09-20 13:51:51.804	-0,019	-0,013	0,999	0,000	0,000	0,000	-0,939	0,983	168,173	213,746	-142,012	403,988	19,55	96529	408,72														
 09:06:47.088	COM12	2024-09-20 13:51:51.904	-0,019	-0,013	0,999	0,000	0,000	0,000	-0,939	0,978	168,173	213,720	-142,025	403,988	19,60	96529	408,72														
 09:06:47.197	COM12	2024-09-20 13:51:52.004	-0,020	-0,014	0,999	0,000	0,000	0,000	-0,939	0,978	168,173	213,720	-142,025	403,988	19,54	96529	408,72														
 09:06:47.291	COM12	2024-09-20 13:51:52.104	-0,020	-0,015	0,999	0,000	0,000	0,000	-0,939	0,978	168,173	213,694	-142,077	403,988	19,57	96529	408,72														
 09:06:47.386	COM12	2024-09-20 13:51:52.204	-0,023	-0,014	0,999	0,000	0,000	0,366	-0,945	0,978	168,195	213,122	-142,922	403,767	19,60	96529	408,72														
 09:06:47.492	COM12	2024-09-20 13:51:52.304	-0,025	-0,033	0,999	0,061	0,061	0,916	-0,961	0,978	168,283	210,938	-145,990	402,805	19,63	96530	408,64														
 09:06:47.585	COM12	2024-09-20 13:51:52.404	-0,024	-0,049	0,999	0,000	0,000	0,366	-1,005	0,983	168,322	205,894	-153,218	398,905	19,58	96530	408,64														
 09:06:47.691	COM12	2024-09-20 13:51:52.504	-0,019	-0,032	1,000	0,061	0,000	0,061	-1,071	1,011	168,338	195,377	-166,933	388,570	19,62	96530	408,64														
 09:06:47.783	COM12	2024-09-20 13:51:52.604	-0,021	-0,017	1,000	0,244	0,061	0,000	-1,110	1,005	168,333	180,284	-181,740	371,332	19,62	96531	408,55														
 09:06:47.891	COM12	2024-09-20 13:51:52.704	-0,024	-0,026	0,999	0,183	0,061	0,000	-1,110	1,011	168,338	162,552	-194,168	348,751	19,55	96531	408,55														
 09:06:47.985	COM12	2024-09-20 13:51:52.804	-0,021	-0,031	0,998	0,488	0,000	0,793	-1,121	1,038	168,354	144,118	-206,206	320,177	19,58	96531	408,55														
 09:06:48.095	COM12	2024-09-20 13:51:52.904	-0,028	-0,019	0,997	0,305	-0,244	1,709	-1,132	1,049	168,497	126,789	-219,141	288,743	19,57	96531	408,55														
 09:06:48.188	COM12	2024-09-20 13:51:53.004	-0,019	-0,045	0,997	0,061	0,000	1,526	-1,121	1,055	168,602	109,577	-234,117	254,215	19,57	96531	408,55														
 09:06:48.282	COM12	2024-09-20 13:51:53.104	-0,021	-0,013	0,999	0,061	0,000	0,427	-1,121	1,049	168,717	88,530	-249,067	206,752	19,58	96531	408,55														
 09:06:48.390	COM12	2024-09-20 13:51:53.204	-0,028	-0,017	0,999	0,244	-0,061	1,038	-1,093	1,060	168,821	61,061	-261,157	131,430	19,60	96530	408,64														
 09:06:48.485	COM12	2024-09-20 13:51:53.304	-0,022	-0,043	0,997	0,244	0,000	0,610	-1,077	1,060	168,915	27,144	-264,602	16,991	19,57	96530	408,64														
 09:06:48.596	COM12	2024-09-20 13:51:53.404	-0,023	-0,032	0,998	-0,061	-0,061	-0,183	-1,077	1,060	168,959	-8,125	-264,667	-110,513	19,60	96530	408,64														
 09:06:48.690	COM12	2024-09-20 13:51:53.504	-0,020	-0,028	0,999	0,427	0,122	-0,061	-1,055	1,066	168,959	-44,902	-258,713	-232,310	19,57	96530	408,64														
 09:06:48.782	COM12	2024-09-20 13:51:53.604	-0,017	-0,013	0,998	0,549	0,122	0,061	-1,049	1,066	168,964	-94,666	-231,777	-353,327	19,60	96529	408,72														
 09:06:48.890	COM12	2024-09-20 13:51:53.704	-0,019	0,002	0,999	0,122	-0,122	0,122	-1,033	1,077	168,959	-149,344	-165,503	256,178	19,60	96530	408,64														
 09:06:48.983	COM12	2024-09-20 13:51:53.804	-0,020	0,000	1,000	0,244	0,122	-0,244	-0,983	1,066	168,953	-183,456	-62,257	376,740	19,58	96532	408,47														
 09:06:49.092	COM12	2024-09-20 13:51:53.904	-0,021	-0,011	1,000	0,183	-0,122	-0,366	-0,939	1,044	168,948	-182,325	36,439	400,179	19,57	96532	408,47														
 09:06:49.187	COM12	2024-09-20 13:51:54.004	-0,016	-0,001	0,999	0,244	-0,183	-1,953	-0,879	1,038	168,788	-156,767	116,402	389,116	19,60	96532	408,47														
 09:06:49.296	COM12	2024-09-20 13:51:54.104	-0,014	0,013	0,998	0,000	-0,305	-2,014	-0,818	1,027	168,646	-120,783	170,326	391,963	19,57	96532	408,47														
 09:06:49.388	COM12	2024-09-20 13:51:54.204	-0,016	0,016	1,000	-0,122	-0,244	-1,221	-0,764	0,961	168,481	-82,654	197,613	123,149	19,60	96532	408,47														
 09:06:49.497	COM12	2024-09-20 13:51:54.304	-0,019	0,006	0,999	0,000	-0,061	0,061	-0,665	0,934	168,453	-47,606	203,853	-327,236	19,58	96530	408,64														
 09:06:49.591	COM12	2024-09-20 13:51:54.404	-0,020	-0,013	0,999	0,061	0,000	0,183	-0,604	0,906	168,453	-17,459	198,666	-336,284	19,55	96529	408,72														
 09:06:49.683	COM12	2024-09-20 13:51:54.504	-0,015	-0,011	1,000	-0,122	-0,366	-0,122	-0,588	0,884	168,448	8,112	184,379	-281,268	19,58	96529	408,72														
 09:06:49.790	COM12	2024-09-20 13:51:54.604	-0,013	0,010	0,999	-0,122	0,000	-0,061	-0,577	0,862	168,442	30,966	167,531	-212,186	19,60	96529	408,72														
 09:06:49.885	COM12	2024-09-20 13:51:54.704	-0,012	0,013	0,999	0,061	-0,061	-0,122	-0,538	0,818	168,426	47,203	149,565	-153,920	19,62	96529	408,72														
 09:06:49.994	COM12	2024-09-20 13:51:54.804	-0,018	0,013	0,999	-0,061	-0,122	-0,061	-0,472	0,807	168,431	58,825	134,940	-112,905	19,63	96529	408,72														
 09:06:50.087	COM12	2024-09-20 13:51:54.904	-0,020	-0,005	0,999	-0,122	-0,244	-0,183	-0,417	0,786	168,431	66,976	124,761	-85,657	19,63	96529	408,72														
 09:06:50.194	COM12	2024-09-20 13:51:55.004	-0,019	-0,020	0,999	-0,122	-0,183	-0,061	-0,401	0,769	168,426	74,451	115,947	-61,451	19,60	96529	408,72														
 09:06:50.288	COM12	2024-09-20 13:51:55.104	-0,017	-0,006	1,000	-0,061	-0,244	-0,061	-0,423	0,764	168,420	82,667	104,624	-34,047	19,62	96529	408,72														
 09:06:50.382	COM12	2024-09-20 13:51:55.204	-0,012	0,000	1,000	0,000	-0,122	0,000	-0,434	0,758	168,420	91,819	89,778	-4,563	19,58	96529	408,72														
 09:06:50.492	COM12	2024-09-20 13:51:55.304	-0,012	0,023	1,000	0,000	0,000	0,122	-0,434	0,753	168,415	99,996	74,074	24,739	19,63	96529	408,72														
 09:06:50.585	COM12	2024-09-20 13:51:55.404	-0,013	0,020	0,998	0,061	0,061	0,122	-0,412	0,742	168,415	106,912	59,449	49,556	19,62	96529	408,72														
 09:06:50.695	COM12	2024-09-20 13:51:55.504	-0,017	-0,001	1,000	-0,244	0,244	0,000	-0,313	0,703	168,151	109,473	53,053	59,618	19,57	96529	408,72														
 09:06:50.789	COM12	2024-09-20 13:51:55.604	-0,015	-0,006	0,999	-0,183	-0,122	-0,061	-0,313	0,709	168,151	109,707	52,312	60,853	19,58	96529	408,72														
 09:06:50.881	COM12	2024-09-20 13:51:55.704	-0,016	-0,004	1,000	0,000	0,000	0,000	-0,313	0,698	168,146	109,733	52,234	61,022	19,58	96529	408,72														
 09:06:50.991	COM12	2024-09-20 13:51:55.804	-0,017	-0,004	1,000	-0,061	-0,122	0,000	-0,319	0,703	168,146	109,759	52,208	61,061	19,60	96529	408,72														
 09:06:51.084	COM12	2024-09-20 13:51:55.904	-0,016	-0,004	0,998	-0,061	0,000	0,000	-0,330	0,698	168,146	109,759	52,208	61,074	19,66	96529	408,72														
 09:06:51.193	COM12	2024-09-20 13:51:56.004	-0,017	-0,004	1,000	-0,061	-0,183	0,000	-0,341	0,698	168,146	109,759	52,208	61,061	19,62	96529	408,72														
 09:06:51.282	COM12	2024-09-20 13:51:56.104	-0,017	-0,003	1,000	0,000	0,000	0,000	-0,352	0,692	168,146	109,759	52,208	61,087	19,60	96529	408,72														
 09:06:51.382	COM12	2024-09-20 13:51:56.204	-0,016	-0,004	0,999	0,000	-0,061	0,000	-0,357	0,692	168,146	109,785	52,208	61,087	19,60	96529	408,72														
 09:06:51.488	COM12	2024-09-20 13:51:56.304	-0,015	-0,004	1,000	-0,061	-0,061	0,000	-0,363	0,687	168,146	109,772	52,195	61,113	19,62	96529	408,72														
 09:06:51.582	COM12	2024-09-20 13:51:56.404	-0,017	-0,004	0,999	0,000	-0,061	0,000	-0,374	0,692	168,146	109,785	52,195	61,113	19,60	96529	408,72														
 09:06:51.691	COM12	2024-09-20 13:51:56.504	-0,016	-0,004	0,999	-0,061	0,000	0,000	-0,379	0,692	168,146	109,798	52,195	61,113	19,60	96529	408,72														
 09:06:51.783	COM12	2024-09-20 13:51:56.604	-0,016	-0,004	0,999	-0,061	0,000	0,000	-0,390	0,692	168,146	109,772	52,221	61,087	19,60	96529	408,72														
 09:06:51.891	COM12	2024-09-20 13:51:56.704	-0,017	-0,004	0,999	-0,122	-0,122	0,000	-0,396	0,692	168,146	109,772	52,234	61,048	19,63	96529	408,72														
 09:06:51.984	COM12	2024-09-20 13:51:56.804	-0,016	-0,004	0,999	-0,061	-0,122	0,000	-0,401	0,692	168,146	109,785	52,247	61,035	19,60	96529	408,72														
 09:06:52.093	COM12	2024-09-20 13:51:56.904	-0,016	-0,004	0,999	-0,122	-0,061	0,000	-0,406	0,692	168,146	109,772	52,234	61,035	19,60	96529	408,72														
 09:06:52.185	COM12	2024-09-20 13:51:57.004	-0,016	-0,004	0,999	-0,061	0,000	0,000	-0,412	0,698	168,146	109,772	52,234	61,048	19,62	96529	408,72														
 09:06:52.294	COM12	2024-09-20 13:51:57.104	-0,016	-0,004	0,999	0,000	0,000	0,000	-0,412	0,698	168,146	109,785	52,234	61,074	19,62	96529	408,72														
 09:06:52.385	COM12	2024-09-20 13:51:57.204	-0,016	-0,004	0,999	0,000	0,000	0,000	-0,412	0,698	168,146	109,772	52,234	61,061	19,60	96529	408,72														
 09:06:52.492	COM12	2024-09-20 13:51:57.304	-0,016	-0,004	0,999	0,000	0,000	0,000	-0,412	0,703	168,146	109,772	52,247	61,061	19,63	96529	408,72														
 09:06:52.584	COM12	2024-09-20 13:51:57.404	-0,016	-0,005	0,998	0,000	0,000	0,000	-0,412	0,709	168,146	109,772	52,234	61,048	19,63	96529	408,72														
 09:06:52.693	COM12	2024-09-20 13:51:57.504	-0,016	-0,004	0,999	0,000	0,000	0,000	-0,412	0,709	168,146	109,772	52,247	61,035	19,60	96529	408,72														
 09:06:52.787	COM12	2024-09-20 13:51:57.604	-0,016	-0,004	0,999	0,000	0,000	0,000	-0,412	0,714	168,146	109,772	52,247	61,035	19,63	96529	408,72														
