Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3(),Delta_t,Position X,Position Y,Position Z
1900-01-01 05:11:20.820,COM12,,"-0,022","0,017","1,009","0,0","0,0","0,0","0,813","1,071","0,665","69,745","45,929","98,358","18,39",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,005766125687430596","0,004414065546003086","0,002333138570818724"
1900-01-01 05:11:20.920,COM12,,"-0,023","0,044","1,008","0,0","0,0","0,0","0,818","1,071","0,665","69,524","46,709","97,773","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,006268540780674089","0,004825370312841924","0,002536765916954038"
1900-01-01 05:11:21.020,COM12,,"-0,023","0,059","1,007","0,244","0,0","0,0","0,873","1,077","0,665","67,067","54,938","91,897","18,35",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,006794038206867699","0,005294178710153869","0,002748564045609551"
1900-01-01 05:11:21.120,COM12,,"-0,024","0,099","1,007","0,0","-0,061","0,061","0,983","1,077","0,67","58,682","80,249","71,708","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,00734404761485912","0,005859693988433848","0,0029693353402491657"
1900-01-01 05:11:21.219,COM12,,"-0,024","0,088","1,007","-0,122","0,122","-0,183","1,159","1,088","0,67","37,830","130,013","18,070","18,37",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,007918439300122468","0,006511101466278377","0,0031991638871210156"
1900-01-01 05:11:21.319,COM12,,"-0,021","0,078","1,006","0,183","0,0","0,183","1,329","1,093","0,676","4,030","178,061","-73,541","18,35",96788,"386,65",,,,,,,,,,,,,,"0,1","-0,008514181631089041","0,007238623244046069","0,0034370431355934777"
1900-01-01 05:11:21.419,COM12,,"-0,019","-0,017","1,009","-0,061","0,0","-0,244","1,406","1,11","0,621","-45,643","229,021","-209,872","18,39",96786,"386,82",,,,,,,,,,,,,,"0,1","-0,009128212279438469","0,007949057189215562","0,0036836990186943086"
1900-01-01 05:11:21.518,COM12,,"-0,022","-0,004","1,009","-0,549","-0,122","0,0","1,34","1,104","0,61","-100,828","271,752","-336,401","18,35",96786,"386,82",,,,,,,,,,,,,,"0,099","-0,009763607449403664","0,008655134038661538","0,003939503927644129"
1900-01-01 05:11:21.618,COM12,,"-0,022","0,009","1,009","0,0","0,366","0,0","1,247","1,104","0,61","-148,538","284,284","-13,676","18,39",96781,"387,25",,,,,,,,,,,,,,"0,1","-0,010420497556192865","0,009369617290390318","0,004204742038467737"
1900-01-01 05:11:21.718,COM12,,"-0,019","0,075","1,005","-0,183","0,061","0,122","1,241","1,121","0,604","-183,677","255,918","345,475","18,40",96780,"387,33",,,,,,,,,,,,,,"0,1","-0,011096669250229486","0,010157352864302804","0,004476840882409225"
1900-01-01 05:11:21.818,COM12,,"-0,022","0,06","1,008","-0,305","0,0","-0,244","1,302","1,121","0,588","-197,795","165,633","380,523","18,35",96781,"387,25",,,,,,,,,,,,,,"0,1","-0,011794840079994932","0,011003532232133916","0,004758543600963705"
1900-01-01 05:11:21.918,COM12,,"-0,019","0,012","1,009","-0,305","0,0","0,0","1,307","1,11","0,571","-151,593","-39,936","247,208","18,34",96786,"386,82",,,,,,,,,,,,,,"0,1","-0,012511584581768494","0,011861094618658977","0,005049700902509943"
1900-01-01 05:11:22.018,COM12,,"-0,02","-0,073","1,011","-0,488","0,0","0,122","1,225","1,104","0,566","-61,607","-218,218","-243,568","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,01324705658638673","0,012646641163582996","0,005350492053011621"
1900-01-01 05:11:22.118,COM12,,"-0,026","-0,031","1,008","-0,366","0,122","0,0","1,06","1,088","0,566","8,606","-267,813","-153,140","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,014007588649903601","0,013401387672980214","0,005659050269918626"
1900-01-01 05:11:22.218,COM12,,"-0,02","-0,005","1,009","-0,427","0,0","0,183","0,912","1,082","0,566","63,063","-287,872","13,195","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,01478752120470891","0,014150897373537046","0,0059767272277988425"
1900-01-01 05:11:22.319,COM12,,"-0,018","-0,022","1,007","-0,244","0,122","-0,061","0,791","1,082","0,571","106,002","-289,159","153,660","18,37",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,015584767703801532","0,014878558701096764","0,006301304860109481"
1900-01-01 05:11:22.419,COM12,,"-0,021","-0,012","1,009","-0,427","0,0","-0,244","0,687","1,082","0,566","134,082","-265,083","239,161","18,35",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,01640232916299615","0,015594141745374124","0,006634957176712451"
1900-01-01 05:11:22.519,COM12,,"-0,02","-0,027","1,01","-0,488","-0,122","0,0","0,593","1,071","0,555","155,844","-243,490","298,207","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,017239070519752764","0,0162829506377595","0,006978509896790853"
1900-01-01 05:11:22.619,COM12,,"-0,018","-0,055","1,009","-0,183","0,0","-0,061","0,45","1,066","0,555","178,620","-237,523","343,889","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,01809278634558478","0,016917569887935614","0,007330794644516984"
1900-01-01 05:11:22.719,COM12,,"-0,029","-0,065","1,01","-0,061","0,061","0,061","0,302","1,06","0,555","195,546","-233,727","372,450","18,37",96786,"386,82",,,,,,,,,,,,,,"0,1","-0,018974151570189234","0,01748810248619943","0,007693077828130508"
1900-01-01 05:11:22.819,COM12,,"-0,02","0,029","1,008","0,0","0,061","0,549","0,093","1,066","0,577","203,138","-230,061","384,358","18,37",96786,"386,82",,,,,,,,,,,,,,"0,1","-0,019875271911271985","0,018086873798857518","0,008063618825455157"
1900-01-01 05:11:22.919,COM12,,"-0,021","0,009","1,008","0,0","0,061","0,0","-0,016","1,066","0,621","204,165","-229,593","385,957","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,020796938241220607","0,01869425412517403","0,008442387262925594"
1900-01-01 05:11:23.019,COM12,,"-0,02","0,009","1,008","-0,061","0,0","-0,122","-0,044","1,055","0,615","204,295","-229,593","386,139","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,021738170580892426","0,019310259959491174","0,008829356835698103"
1900-01-01 05:11:23.120,COM12,,"-0,02","0,009","1,008","-0,061","0,0","-0,061","-0,038","1,055","0,615","204,295","-229,671","386,139","18,37",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,022698968904440054","0,019934890480860265","0,009224528468774432"
1900-01-01 05:11:23.220,COM12,,"-0,02","0,009","1,008","-0,061","0,061","-0,061","-0,027","1,049","0,61","204,269","-229,736","386,087","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,023679333270828818","0,020568145882229272","0,009627901818593361"
1900-01-01 05:11:23.320,COM12,,"-0,02","0,009","1,008","-0,061","0,061","0,0","-0,011","1,049","0,61","204,256","-229,788","386,074","18,35",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,024679263611587007","0,02121002397344573","0,010039479350990083"
1900-01-01 05:11:23.418,COM12,,"-0,02","0,009","1,008","-0,061","0,061","0,0","0,005","1,049","0,61","204,256","-229,814","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,098","-0,02569875985824677","0,02186052256366848","0,010459263531188022"
1900-01-01 05:11:23.518,COM12,,"-0,019","0,009","1,008","0,0","0,061","0,0","0,022","1,049","0,61","204,256","-229,853","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,026736841158064344","0,022519649766651457","0,01088723901817764"
1900-01-01 05:11:23.619,COM12,,"-0,02","0,008","1,008","-0,061","0,061","0,0","0,038","1,055","0,61","204,256","-229,866","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,027794476930545934","0,02318641201269766","0,011323427624200542"
1900-01-01 05:11:23.719,COM12,,"-0,02","0,01","1,007","0,0","0,122","0,0","0,055","1,055","0,61","204,243","-229,879","386,048","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,02887170603275985","0,023862769609571163","0,01176685272533512"
1900-01-01 05:11:23.819,COM12,,"-0,02","0,009","1,008","-0,061","0,061","0,0","0,071","1,055","0,61","204,256","-229,879","386,048","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,029968499897966138","0,02454773867011694","0,0122184966759922"
1900-01-01 05:11:23.917,COM12,,"-0,02","0,009","1,008","0,0","0,061","0,0","0,088","1,055","0,61","204,256","-229,905","386,048","18,37",96787,"386,73",,,,,,,,,,,,,,"0,098","-0,031084858453165075","0,025241316862798995","0,012678362092111815"
1900-01-01 05:11:24.019,COM12,,"-0,02","0,008","1,009","0,0","0,0","0,0","0,099","1,06","0,61","204,256","-229,905","386,061","18,40",96787,"386,73",,,,,,,,,,,,,,"0,102","-0,03222075235589245","0,025942520241189492","0,013147431501107077"
1900-01-01 05:11:24.119,COM12,,"-0,02","0,008","1,008","0,0","0,0","0,0","0,115","1,055","0,61","204,256","-229,918","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,0333762004249259","0,026651348104279708","0,013624724560212725"
1900-01-01 05:11:24.218,COM12,,"-0,02","0,009","1,008","0,0","0,0","0,0","0,132","1,049","0,61","204,256","-229,918","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,034551213856535305","0,02736877905216584","0,014110243813108072"
1900-01-01 05:11:24.318,COM12,,"-0,02","0,009","1,008","0,0","0,0","0,0","0,143","1,044","0,61","204,256","-229,931","386,048","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,03574579332157612","0,028094811566848416","0,014603989251596228"
1900-01-01 05:11:24.418,COM12,,"-0,019","0,009","1,008","0,0","0,0","0,0","0,154","1,038","0,61","204,269","-229,931","386,048","18,40",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,03695895885118456","0,02882945457078677","0,015105942755914044"
1900-01-01 05:11:24.518,COM12,,"-0,02","0,009","1,007","0,0","0,0","0,0","0,17","1,038","0,61","204,256","-229,931","386,035","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,03819170896206999","0,029572698145046983","0,015615143721604222"
1900-01-01 05:11:24.618,COM12,,"-0,02","0,008","1,009","0,0","0,0","0,0","0,181","1,033","0,61","204,256","-229,931","386,035","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,03944399841861948","0,030323554198524633","0,016133550711201847"
1900-01-01 05:11:24.718,COM12,,"-0,02","0,009","1,008","0,0","0,0","0,0","0,187","1,027","0,61","204,269","-229,944","386,035","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,040715856162785516","0,03108300574812422","0,016660184869885727"
1900-01-01 05:11:24.818,COM12,,"-0,02","0,009","1,008","0,0","0,0","0,0","0,198","1,027","0,61","204,256","-229,944","386,048","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,042007282148178025","0,03185105128185967","0,017195047887358966"
1900-01-01 05:11:24.918,COM12,,"-0,021","0,009","1,008","0,0","0,0","0,0","0,209","1,022","0,61","204,269","-229,944","386,035","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,04331925783489947","0,03262767883740848","0,017738157250864625"
1900-01-01 05:11:25.018,COM12,,"-0,019","0,008","1,008","0,0","0,0","0,0","0,22","1,022","0,61","204,256","-229,944","386,061","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,04464981122323187","0,03341192684897895","0,01828947588850851"
1900-01-01 05:11:25.117,COM12,,"-0,025","-0,018","1,009","0,0","0,0","0,0","0,22","1,016","0,61","204,126","-230,126","385,814","18,39",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,04600454067383355","0,03417822468678814","0,018849989149858207"
1900-01-01 05:11:25.217,COM12,,"-0,016","0,071","1,007","0,122","-0,061","0,0","0,104","1,011","0,604","199,784","-233,948","378,105","18,35",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,04737557352139798","0,03501399294156175","0,01941777168354177"
1900-01-01 05:11:25.318,COM12,,"-0,005","-0,098","1,009","0,305","0,183","0,061","-0,066","1,005","0,599","185,029","-240,240","352,859","18,37",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,04875034860347539","0,035753589052216","0,01999457861118462"
1900-01-01 05:11:25.417,COM12,,"-0,02","-0,03","1,01","-0,244","1,038","0,549","-0,253","1,0","0,599","159,120","-251,485","298,909","18,39",96789,"386,56",,,,,,,,,,,,,,"0,099","-0,05014425894522108","0,03646359710421409","0,02058166629864314"
1900-01-01 05:11:25.518,COM12,,"-0,018","-0,013","1,006","0,244","0,061","0,0","-0,319","1,027","0,632","131,300","-283,829","220,909","18,39",96789,"386,56",,,,,,,,,,,,,,"0,101","-0,05155557630846548","0,03716069233512035","0,021175026435622687"
1900-01-01 05:11:25.618,COM12,,"-0,018","0,057","1,007","0,122","0,061","-0,244","-0,28","1,044","0,621","90,623","-300,118","87,035","18,42",96790,"386,48",,,,,,,,,,,,,,"0,1","-0,0529850339732891","0,03791354412188172","0,021775300867923623"
1900-01-01 05:11:25.717,COM12,,"-0,019","-0,036","1,008","0,183","0,122","0,427","-0,165","1,044","0,632","38,584","-289,848","-90,467","18,39",96788,"386,65",,,,,,,,,,,,,,"0,099","-0,05443259228062434","0,03863090084158127","0,022383863257508733"
1900-01-01 05:11:25.818,COM12,,"-0,019","-0,001","1,008","0,061","0,0","0,488","-0,148","1,055","0,67","-26,104","-268,450","-270,257","18,37",96789,"386,56",,,,,,,,,,,,,,"0,101","-0,05589862938487752","0,03934708067544223","0,023000618008791683"
1900-01-01 05:11:25.918,COM12,,"-0,021","0,017","1,01","0,366","0,061","0,122","-0,137","1,06","0,703","-118,144","-131,820","74,477","18,39",96788,"386,65",,,,,,,,,,,,,,"0,1","-0,05738528658893309","0,04007970916105957","0,023627522290582806"
1900-01-01 05:11:26.018,COM12,,"-0,027","0,027","1,006","0,549","0,183","0,366","-0,115","1,066","0,709","-187,434","98,046","348,036","18,39",96789,"386,56",,,,,,,,,,,,,,"0,1","-0,058898643572403694","0,04083850802602314","0,02426075115600158"
1900-01-01 05:11:26.118,COM12,,"-0,023","0,104","1,003","0,977","0,122","0,427","-0,038","1,088","0,72","-186,901","236,340","391,911","18,39",96791,"386,39",,,,,,,,,,,,,,"0,1","-0,06043578517609278","0,0416990419745078","0,024897283264677963"
1900-01-01 05:11:26.217,COM12,,"-0,021","0,037","1,006","0,244","0,0","0,0","0,192","1,099","0,725","-149,721","285,805","-171,938","18,39",96788,"386,65",,,,,,,,,,,,,,"0,099","-0,061993866149406","0,042595590926168124","0,025540216994399092"
1900-01-01 05:11:26.317,COM12,,"-0,018","0,045","1,008","0,122","-0,061","-0,122","0,406","1,104","0,725","-104,624","278,811","-309,621","18,35",96788,"386,65",,,,,,,,,,,,,,"0,1","-0,0635700010737723","0,0435360032282643","0,026191650043676257"
1900-01-01 05:11:26.418,COM12,,"-0,019","-0,009","1,007","0,305","0,0","0,0","0,538","1,11","0,72","-63,193","249,574","-243,100","18,37",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,06516452687323662","0,04446729061934889","0,026850226688907776"
1900-01-01 05:11:26.517,COM12,,"-0,02","0,008","1,008","0,061","-0,061","-0,061","0,593","1,11","0,725","-25,792","215,696","-148,941","18,37",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,0667786121065223","0,04540609747691247","0,02751711072725984"
1900-01-01 05:11:26.617,COM12,,"-0,021","0,081","1,009","0,061","0,244","0,427","0,648","1,115","0,725","5,057","180,349","-63,791","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,06841410763985366","0,046423995821917065","0,02819412090156405"
1900-01-01 05:11:26.717,COM12,,"-0,02","0,042","1,008","0,061","0,0","-0,061","0,813","1,121","0,725","25,818","153,270","-8,333","18,39",96788,"386,65",,,,,,,,,,,,,,"0,1","-0,07006957278127199","0,047482731251292785","0,028879945132875035"
1900-01-01 05:11:26.817,COM12,,"-0,023","0,019","1,009","0,122","0,061","0,0","0,917","1,121","0,725","38,948","130,871","25,194","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,07174765029603936","0,04855967733108763","0,029575335205175485"
1900-01-01 05:11:26.917,COM12,,"-0,021","0,049","1,007","0,0","0,122","0,061","0,934","1,126","0,725","51,350","102,596","54,431","18,40",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,07344677960585229","0,04968431153069794","0,030278778277216797"
1900-01-01 05:11:27.017,COM12,,"-0,038","0,057","1,008","-0,122","0,0","-0,305","0,972","1,126","0,72","61,672","72,371","80,015","18,40",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,07518370482895995","0,05086425097402855","0,030991747640889963"
1900-01-01 05:11:27.117,COM12,,"-0,017","0,109","1,011","0,0","0,061","-0,793","1,027","1,126","0,709","68,185","51,558","94,900","18,42",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,07693837343136237","0,05215069742357824","0,03171774808926287"
1900-01-01 05:11:27.217,COM12,,"-0,024","0,017","1,008","0,122","0,061","-1,77","1,088","1,143","0,538","69,784","46,007","98,540","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,07871657264485024","0,053453448620922536","0,032452379812761695"
1900-01-01 05:11:27.317,COM12,,"-0,018","0,016","1,007","0,122","0,061","-0,122","1,099","1,137","0,505","70,005","45,162","99,125","18,40",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,08051242064526516","0,0547716062675017","0,03319452730042506"
1900-01-01 05:11:27.418,COM12,,"-0,026","0,018","1,009","0,0","0,0","0,0","1,11","1,137","0,456","70,057","44,928","99,320","18,39",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,08233372601804807","0,05610704550743564","0,03394634851354647"
1900-01-01 05:11:27.518,COM12,,"-0,024","0,021","1,011","-0,061","0,0","-0,488","1,093","1,132","0,445","70,070","44,837","99,372","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,0841785075552738","0,05746269443623663","0,03470981468252658"
1900-01-01 05:11:27.618,COM12,,"-0,021","0,014","1,008","0,0","0,061","0,061","1,066","1,132","0,445","69,940","45,162","99,216","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,08604383090524838","0,05883176984695325","0,03548178841128378"
1900-01-01 05:11:27.718,COM12,,"-0,021","0,017","1,008","0,0","0,0","0,061","1,049","1,132","0,45","69,875","45,370","99,073","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,08792971938385595","0,060217214773953046","0,03626231953771567"
1900-01-01 05:11:27.818,COM12,,"-0,021","0,017","1,008","0,061","0,0","0,0","1,038","1,126","0,45","69,862","45,461","99,047","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,0898361739617415","0,061619030774427416","0,037051402748558906"
1900-01-01 05:11:27.918,COM12,,"-0,022","0,017","1,007","0,061","0,0","0,0","1,027","1,126","0,456","69,849","45,500","99,034","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,09176419662149204","0,06303722688139225","0,037848073495103905"
1900-01-01 05:11:28.018,COM12,,"-0,021","0,017","1,008","0,0","0,0","0,0","1,016","1,121","0,456","69,836","45,526","99,008","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,09371278799008034","0,06447179502874384","0,03865328819531935"
1900-01-01 05:11:28.118,COM12,,"-0,021","0,017","1,008","0,061","0,0","0,0","1,011","1,121","0,456","69,836","45,539","98,995","18,37",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,09568194810139083","0,06592273592673713","0,03946704540648023"
1900-01-01 05:11:28.217,COM12,,"-0,021","0,016","1,008","0,061","0,0","0,0","1,005","1,115","0,456","69,823","45,552","98,995","18,39",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,09767167041894262","0,06738906959970256","0,04028932405379629"
1900-01-01 05:11:28.318,COM12,,"-0,022","0,017","1,008","0,061","0,0","0,0","0,994","1,115","0,456","69,823","45,552","98,995","18,40",96787,"386,73",,,,,,,,,,,,,,"0,101","-0,09968294327152774","0,0688717706241947","0,041120157255500465"
1900-01-01 05:11:28.418,COM12,,"-0,021","0,016","1,008","0,061","0,0","0,0","0,989","1,115","0,456","69,836","45,565","98,995","18,39",96787,"386,73",,,,,,,,,,,,,,"0,1","-0,10171477843293533","0,07036986669042464","0,04195950754982946"
1900-01-01 05:11:28.517,COM12,,"-0,022","0,017","1,008","0,061","0,0","0,0","0,983","1,11","0,456","69,836","45,578","99,008","18,37",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,10376816494973536","0,07188433166342098","0,042807407354613566"
1900-01-01 05:11:28.616,COM12,,"-0,021","0,017","1,008","0,0","0,0","0,0","0,972","1,11","0,456","69,836","45,565","98,995","18,42",96787,"386,73",,,,,,,,,,,,,,"0,099","-0,10584212211101837","0,07341517490969299","0,04366383449098862"
1900-01-01 05:11:28.719,COM12,,"-0,021","0,017","1,009","0,0","0,0","0,0","0,967","1,11","0,456","69,836","45,552","99,008","18,39",96787,"386,73",,,,,,,,,,,,,,"0,103","-0,10793663081806402","0,07496238073425826","0,04452976819190421"
