Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	Angle of course(°)	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 09:07:25.580	COM12	2024-09-20 13:52:30.404	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,386	60,866	19,92	96528	408,81														
 09:07:25.673	COM12	2024-09-20 13:52:30.504	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,643	0,604	163,092	99,957	61,386	60,866	19,87	96528	408,81														
 09:07:25.782	COM12	2024-09-20 13:52:30.604	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,957	61,373	60,866	19,90	96528	408,81														
 09:07:25.875	COM12	2024-09-20 13:52:30.704	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,399	60,866	19,88	96528	408,81														
 09:07:25.968	COM12	2024-09-20 13:52:30.804	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,957	61,386	60,866	19,90	96528	408,81														
 09:07:26.077	COM12	2024-09-20 13:52:30.904	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,386	60,866	19,87	96528	408,81														
 09:07:26.168	COM12	2024-09-20 13:52:31.004	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,399	60,879	19,88	96528	408,81														
 09:07:26.277	COM12	2024-09-20 13:52:31.104	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,386	60,866	19,88	96528	408,81														
 09:07:26.369	COM12	2024-09-20 13:52:31.204	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,957	61,386	60,866	19,90	96528	408,81														
 09:07:26.476	COM12	2024-09-20 13:52:31.304	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,399	60,879	19,85	96528	408,81														
 09:07:26.569	COM12	2024-09-20 13:52:31.404	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,386	60,866	19,87	96528	408,81														
 09:07:26.677	COM12	2024-09-20 13:52:31.504	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,643	0,604	163,092	99,944	61,386	60,879	19,88	96528	408,81														
 09:07:26.769	COM12	2024-09-20 13:52:31.604	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,643	0,604	163,092	99,957	61,386	60,866	19,88	96528	408,81														
 09:07:26.879	COM12	2024-09-20 13:52:31.704	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,648	0,604	163,092	99,957	61,386	60,879	19,87	96528	408,81														
 09:07:26.970	COM12	2024-09-20 13:52:31.804	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,092	99,944	61,386	60,866	19,90	96528	408,81														
 09:07:27.078	COM12	2024-09-20 13:52:31.904	-0,014	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,092	99,957	61,386	60,879	19,90	96528	408,81														
 09:07:27.170	COM12	2024-09-20 13:52:32.004	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,092	99,944	61,399	60,866	19,88	96528	408,81														
 09:07:27.280	COM12	2024-09-20 13:52:32.104	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,88	96528	408,81														
 09:07:27.371	COM12	2024-09-20 13:52:32.204	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,88	96528	408,81														
 09:07:27.482	COM12	2024-09-20 13:52:32.304	-0,014	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,879	19,88	96528	408,81														
 09:07:27.574	COM12	2024-09-20 13:52:32.404	-0,014	-0,008	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,399	60,866	19,88	96528	408,81														
 09:07:27.667	COM12	2024-09-20 13:52:32.504	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,88	96528	408,81														
 09:07:27.776	COM12	2024-09-20 13:52:32.604	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,399	60,866	19,90	96528	408,81														
 09:07:27.869	COM12	2024-09-20 13:52:32.704	-0,013	-0,009	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,88	96528	408,81														
 09:07:27.974	COM12	2024-09-20 13:52:32.804	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,386	60,879	19,92	96528	408,81														
 09:07:28.066	COM12	2024-09-20 13:52:32.904	-0,014	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,399	60,866	19,88	96528	408,81														
 09:07:28.175	COM12	2024-09-20 13:52:33.004	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,92	96528	408,81														
 09:07:28.267	COM12	2024-09-20 13:52:33.104	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,399	60,866	19,92	96528	408,81														
 09:07:28.375	COM12	2024-09-20 13:52:33.204	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,399	60,879	19,90	96528	408,81														
 09:07:28.468	COM12	2024-09-20 13:52:33.304	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,399	60,879	19,93	96528	408,81														
 09:07:28.576	COM12	2024-09-20 13:52:33.404	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,399	60,879	19,88	96528	408,81														
 09:07:28.668	COM12	2024-09-20 13:52:33.504	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,399	60,866	19,92	96528	408,81														
 09:07:28.777	COM12	2024-09-20 13:52:33.604	-0,014	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,399	60,866	19,92	96528	408,81														
 09:07:28.872	COM12	2024-09-20 13:52:33.704	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,386	60,866	19,88	96528	408,81														
 09:07:28.981	COM12	2024-09-20 13:52:33.804	-0,014	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,386	60,879	19,92	96528	408,81														
 09:07:29.074	COM12	2024-09-20 13:52:33.904	-0,013	-0,008	1,001	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,386	60,866	19,93	96528	408,81														
 09:07:29.168	COM12	2024-09-20 13:52:34.004	-0,014	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,944	61,399	60,866	19,87	96528	408,81														
 09:07:29.277	COM12	2024-09-20 13:52:34.104	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,957	61,386	60,866	19,90	96528	408,81														
 09:07:29.369	COM12	2024-09-20 13:52:34.204	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,373	60,853	19,88	96528	408,81														
 09:07:29.478	COM12	2024-09-20 13:52:34.304	-0,013	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,373	60,853	19,88	96528	408,81														
 09:07:29.571	COM12	2024-09-20 13:52:34.404	-0,013	-0,008	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,386	60,853	19,88	96528	408,81														
 09:07:29.680	COM12	2024-09-20 13:52:34.504	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,373	60,853	19,92	96528	408,81														
 09:07:29.773	COM12	2024-09-20 13:52:34.604	-0,013	-0,009	1,000	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,373	60,840	19,90	96528	408,81														
 09:07:29.867	COM12	2024-09-20 13:52:34.704	-0,013	-0,009	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,373	60,853	19,92	96528	408,81														
 09:07:29.975	COM12	2024-09-20 13:52:34.804	-0,012	-0,008	0,999	0,000	0,000	0,000	-0,648	0,610	163,098	99,970	61,386	60,840	19,95	96528	408,81														
 09:07:30.069	COM12	2024-09-20 13:52:34.904	-0,013	-0,008	1,000	0,000	-0,061	0,000	-0,648	0,599	163,098	99,983	61,360	60,866	19,93	96528	408,81														
 09:07:30.178	COM12	2024-09-20 13:52:35.004	-0,008	-0,009	0,999	0,000	0,000	0,000	-0,648	0,615	163,098	99,996	61,347	60,866	19,92	96528	408,81														
 09:07:30.271	COM12	2024-09-20 13:52:35.104	-0,012	-0,011	1,000	-0,244	0,488	-9,521	-0,659	0,632	162,867	99,775	61,516	60,541	19,93	96528	408,81														
 09:07:30.377	COM12	2024-09-20 13:52:35.204	-0,067	-0,009	0,999	0,000	0,000	0,000	-0,681	0,632	162,224	98,826	62,153	59,202	19,88	96528	408,81														
 09:07:30.469	COM12	2024-09-20 13:52:35.304	0,005	-0,006	1,000	0,244	0,305	-2,563	-0,670	0,560	162,318	98,683	62,283	59,826	19,90	96528	408,81														
 09:07:30.577	COM12	2024-09-20 13:52:35.404	0,028	0,000	1,013	37,476	-23,743	3,357	0,851	-0,467	162,746	95,056	63,128	59,293	19,92	96529	408,72														
 09:07:30.668	COM12	2024-09-20 13:52:35.504	0,102	0,153	1,005	87,708	-33,203	6,287	7,191	-2,856	163,114	78,845	65,962	42,224	19,88	96529	408,72														
 09:07:30.777	COM12	2024-09-20 13:52:35.604	0,120	0,212	0,997	17,822	-17,273	37,720	12,849	-6,042	163,043	55,822	64,779	19,760	19,92	96529	408,72														
 09:07:30.871	COM12	2024-09-20 13:52:35.704	0,136	0,219	0,950	13,062	-1,587	19,958	13,898	-6,877	159,450	35,204	52,481	-0,832	19,88	96529	408,72														
 09:07:30.980	COM12	2024-09-20 13:52:35.804	0,134	0,281	0,986	15,564	0,732	5,249	15,073	-6,932	154,446	23,231	37,765	-20,228	19,92	96530	408,64														
 09:07:31.072	COM12	2024-09-20 13:52:35.904	0,084	0,355	0,995	7,446	16,235	-0,549	16,166	-6,746	149,150	17,927	23,777	-36,244	19,92	96531	408,55														
 09:07:31.180	COM12	2024-09-20 13:52:36.004	0,095	0,319	0,970	-6,592	11,719	-4,578	16,276	-5,570	143,685	16,445	11,778	-47,541	19,92	96529	408,72														
 09:07:31.273	COM12	2024-09-20 13:52:36.104	0,001	0,261	0,925	-6,042	18,250	-7,874	15,551	-3,818	138,582	16,952	2,145	-53,196	19,95	96529	408,72														
 09:07:31.366	COM12	2024-09-20 13:52:36.204	-0,017	0,291	0,994	5,615	32,593	-11,841	15,013	-1,620	133,797	18,278	-5,174	-54,431	19,92	96528	408,81														
 09:07:31.475	COM12	2024-09-20 13:52:36.304	-0,045	0,282	0,957	7,507	39,917	0,244	15,326	1,599	130,715	20,566	-11,817	-52,572	19,93	96526	408,98														
 09:07:31.568	COM12	2024-09-20 13:52:36.404	-0,042	0,323	0,930	10,681	26,489	-3,113	16,040	5,032	129,249	22,906	-17,771	-48,789	19,92	96526	408,98														
 09:07:31.676	COM12	2024-09-20 13:52:36.504	-0,050	0,286	0,951	11,719	29,297	-4,395	17,732	7,262	127,853	23,933	-22,919	-44,551	19,93	96526	408,98														
 09:07:31.771	COM12	2024-09-20 13:52:36.604	-0,096	0,254	0,878	6,409	15,991	-9,216	18,682	9,152	127,244	24,232	-26,767	-40,586	19,93	96523	409,23														
 09:07:31.879	COM12	2024-09-20 13:52:36.704	-0,124	0,238	0,869	9,155	14,526	-26,855	19,149	10,745	125,810	24,531	-28,678	-38,038	19,92	96524	409,15														
 09:07:31.972	COM12	2024-09-20 13:52:36.804	-0,258	0,224	0,831	8,240	2,686	-44,250	19,336	12,508	123,041	25,402	-28,938	-36,647	19,95	96525	409,06														
 09:07:32.080	COM12	2024-09-20 13:52:36.904	-0,365	0,208	0,842	-6,470	-13,550	-49,255	18,127	13,140	119,004	25,961	-27,391	-37,141	19,93	96524	409,15														
 09:07:32.173	COM12	2024-09-20 13:52:37.004	-0,268	0,227	0,950	-10,803	-14,832	-38,330	16,057	12,898	115,291	25,428	-24,635	-39,000	19,92	96525	409,06														
 09:07:32.268	COM12	2024-09-20 13:52:37.104	-0,332	0,216	0,960	-4,883	-19,348	-36,743	14,354	12,502	112,857	24,336	-21,827	-40,352	19,93	96525	409,06														
 09:07:32.376	COM12	2024-09-20 13:52:37.204	-0,333	0,248	1,045	-15,564	-61,951	-71,167	11,783	9,690	108,210	22,334	-18,343	-41,743	19,93	96525	409,06														
 09:07:32.469	COM12	2024-09-20 13:52:37.304	-0,132	0,228	0,986	43,152	-23,071	-33,875	12,151	8,685	103,354	21,099	-15,639	-42,016	19,95	96526	408,98														
 09:07:32.578	COM12	2024-09-20 13:52:37.404	0,079	0,257	1,020	42,847	-116,333	-4,700	16,523	2,719	100,497	18,252	-16,861	-41,951	19,93	96524	409,15														
 09:07:32.670	COM12	2024-09-20 13:52:37.504	0,230	0,387	0,959	44,067	-103,699	-9,338	20,555	-7,383	98,421	11,284	-19,188	-42,796	19,96	96524	409,15														
 09:07:32.778	COM12	2024-09-20 13:52:37.604	0,409	0,440	0,889	34,973	-90,088	15,686	24,906	-17,183	96,833	3,692	-21,853	-42,510	19,95	96524	409,15														
 09:07:32.871	COM12	2024-09-20 13:52:37.704	0,437	0,470	0,730	34,424	-50,720	17,212	28,400	-24,653	96,641	-2,717	-24,206	-41,158	19,90	96523	409,23														
 09:07:32.979	COM12	2024-09-20 13:52:37.804	0,458	0,525	0,738	29,480	-24,597	26,855	31,025	-27,631	97,597	-5,811	-26,338	-39,429	19,92	96524	409,15														
 09:07:33.073	COM12	2024-09-20 13:52:37.904	0,527	0,472	0,675	23,682	19,043	44,556	32,624	-29,883	100,767	-7,371	-28,483	-37,635	19,95	96524	409,15														
 09:07:33.166	COM12	2024-09-20 13:52:38.004	0,567	0,461	0,730	16,357	19,043	48,950	32,201	-31,404	106,348	-8,047	-30,355	-36,244	19,93	96525	409,06														
 09:07:33.266	COM12	2024-09-20 13:52:38.104	0,515	0,422	0,698	21,118	69,519	43,945	30,883	-30,811	113,626	-7,566	-32,240	-34,957	19,93	96526	408,98														
 09:07:33.372	COM12	2024-09-20 13:52:38.204	0,386	0,411	0,729	22,278	100,647	28,809	29,246	-25,675	121,871	-4,030	-34,359	-33,527	19,96	96525	409,06														
 09:07:33.465	COM12	2024-09-20 13:52:38.304	0,196	0,438	0,817	1,770	135,376	12,817	27,400	-16,798	129,683	2,145	-36,244	-31,694	19,92	96523	409,23														
 09:07:33.574	COM12	2024-09-20 13:52:38.404	-0,030	0,474	0,934	8,667	160,156	-2,808	26,455	-5,839	136,104	9,932	-37,336	-28,912	19,98	96521	409,4														
 09:07:33.666	COM12	2024-09-20 13:52:38.504	-0,289	0,469	0,922	8,484	193,176	-21,545	27,581	10,382	142,888	19,461	-37,674	-22,685	19,93	96518	409,66														
 09:07:33.773	COM12	2024-09-20 13:52:38.604	-0,533	0,438	0,765	18,799	167,236	-40,161	30,828	26,049	148,228	27,820	-36,504	-13,611	19,93	96518	409,66														
 09:07:33.867	COM12	2024-09-20 13:52:38.704	-0,729	0,416	0,636	27,100	98,511	-42,847	34,750	38,337	151,710	33,293	-33,826	-4,485	19,92	96517	409,74														
 09:07:33.978	COM12	2024-09-20 13:52:38.804	-0,812	0,383	0,497	33,020	56,396	-36,133	37,947	45,775	152,199	36,335	-30,446	2,106	19,95	96518	409,66														
 09:07:34.069	COM12	2024-09-20 13:52:38.904	-0,793	0,323	0,402	36,926	6,348	-30,212	40,243	49,922	150,375	38,051	-27,040	6,149	19,93	96521	409,4														
 09:07:34.178	COM12	2024-09-20 13:52:39.004	-0,832	0,328	0,419	29,114	27,161	-47,241	39,534	51,669	145,283	39,390	-23,777	7,124	19,95	96524	409,15														
 09:07:34.270	COM12	2024-09-20 13:52:39.104	-0,861	0,274	0,384	21,667	-6,775	-61,707	36,942	55,042	138,752	40,781	-19,942	7,566	19,92	96522	409,32														
 09:07:34.377	COM12	2024-09-20 13:52:39.204	-0,780	0,245	0,489	35,645	-72,876	-102,600	28,433	55,833	125,722	42,497	-15,431	5,525	19,92	96525	409,06														
 09:07:34.470	COM12	2024-09-20 13:52:39.304	-0,791	0,076	0,525	59,326	-100,342	-113,281	16,084	54,316	105,211	44,330	-8,424	0,780	19,95	96525	409,06														
 09:07:34.579	COM12	2024-09-20 13:52:39.404	-0,483	-0,009	0,591	19,409	-26,611	-38,208	8,289	48,801	89,495	44,590	-1,716	-6,227	19,95	96527	408,89														
 09:07:34.672	COM12	2024-09-20 13:52:39.504	-0,361	0,054	0,735	30,762	-165,222	-18,799	6,790	40,963	84,771	43,394	0,702	-13,117	19,95	96527	408,89														
 09:07:34.765	COM12	2024-09-20 13:52:39.604	-0,117	-0,003	0,850	23,804	-184,448	-44,312	5,955	24,060	79,058	37,778	1,508	-25,844	19,95	96530	408,64														
 09:07:34.875	COM12	2024-09-20 13:52:39.704	-0,266	-0,171	0,934	-65,125	-167,358	-44,922	2,390	7,635	72,405	27,430	3,692	-37,895	19,98	96532	408,47														
 09:07:34.968	COM12	2024-09-20 13:52:39.804	0,028	-0,176	1,258	-67,017	-92,224	28,503	-6,312	-3,505	70,807	16,744	9,009	-45,006	19,92	96530	408,64														
 09:07:35.076	COM12	2024-09-20 13:52:39.904	0,083	-0,403	1,027	-43,762	-84,167	80,139	-13,206	-8,817	76,360	10,673	12,948	-48,269	19,95	96530	408,64														
 09:07:35.169	COM12	2024-09-20 13:52:40.004	0,152	-0,479	0,864	-19,775	-61,707	124,817	-19,061	-13,189	89,401	6,565	14,586	-51,571	19,98	96529	408,72														
 09:07:35.264	COM12	2024-09-20 13:52:40.104	0,247	-0,508	0,854	-10,254	-18,555	128,601	-24,011	-9,706	102,849	8,983	14,781	-55,172	19,92	96529	408,72														
 09:07:35.373	COM12	2024-09-20 13:52:40.204	0,252	-0,493	0,964	34,668	-17,090	96,680	-24,478	-5,202	113,813	14,365	11,518	-57,876	19,95	96528	408,81														
 09:07:35.465	COM12	2024-09-20 13:52:40.304	0,223	-0,488	0,997	45,349	11,597	75,134	-21,583	-1,725	121,668	18,694	5,213	-57,031	19,93	96528	408,81														
 09:07:35.571	COM12	2024-09-20 13:52:40.404	0,121	-0,356	1,022	58,350	-15,259	27,344	-16,935	-1,813	126,019	20,020	-0,936	-54,028	19,92	96526	408,98														
 09:07:35.664	COM12	2024-09-20 13:52:40.504	0,136	-0,193	1,068	60,486	-13,245	-14,771	-12,123	-3,428	125,700	19,786	-5,174	-50,674	19,93	96524	409,15														
 09:07:35.773	COM12	2024-09-20 13:52:40.604	0,157	-0,132	0,966	58,411	-14,832	-27,283	-6,235	-5,284	124,453	19,019	-8,684	-47,359	19,95	96523	409,23														
 09:07:35.865	COM12	2024-09-20 13:52:40.704	0,063	-0,035	0,963	35,767	3,601	-23,743	-1,939	-6,312	122,794	18,317	-10,608	-44,850	19,95	96523	409,23														
 09:07:35.973	COM12	2024-09-20 13:52:40.804	0,000	-0,033	0,999	39,063	-3,235	-30,701	1,895	-7,454	120,174	17,745	-11,362	-43,225	19,98	96523	409,23														
 09:07:36.066	COM12	2024-09-20 13:52:40.904	0,034	0,052	0,938	27,527	3,357	-11,719	4,916	-6,614	118,471	17,940	-11,843	-41,795	19,93	96521	409,4														
 09:07:36.172	COM12	2024-09-20 13:52:41.004	-0,010	0,125	1,047	29,236	13,428	-5,554	7,169	-5,576	117,933	18,382	-12,402	-40,625	20,00	96520	409,49														
 09:07:36.266	COM12	2024-09-20 13:52:41.104	0,043	0,135	0,992	46,143	15,015	9,827	11,255	-4,658	117,790	19,058	-13,962	-39,195	19,96	96521	409,4														
 09:07:36.377	COM12	2024-09-20 13:52:41.204	0,078	0,250	0,981	46,997	9,155	7,507	15,952	-3,961	118,531	19,773	-16,640	-37,466	19,96	96522	409,32														
 09:07:36.471	COM12	2024-09-20 13:52:41.304	0,093	0,366	1,009	63,232	-12,573	14,526	20,918	-4,296	119,279	20,007	-19,734	-35,789	19,98	96528	408,81														
 09:07:36.564	COM12	2024-09-20 13:52:41.404	0,086	0,382	0,798	55,542	-10,132	-3,723	26,614	-7,086	119,410	18,707	-23,543	-34,424	19,95	96528	408,81														
 09:07:36.672	COM12	2024-09-20 13:52:41.504	0,118	0,341	0,624	-31,677	20,081	3,357	27,356	-4,384	120,306	19,747	-25,272	-32,773	19,96	96528	408,81														
 09:07:36.765	COM12	2024-09-20 13:52:41.604	0,042	0,345	1,011	-46,265	12,634	10,681	22,094	-3,461	122,025	20,098	-23,907	-33,475	19,96	96523	409,23														
 09:07:36.873	COM12	2024-09-20 13:52:41.704	-0,044	0,202	0,967	-45,593	11,047	-7,935	17,655	-3,631	121,937	19,617	-22,074	-35,061	19,93	96524	409,15														
 09:07:36.968	COM12	2024-09-20 13:52:41.804	0,067	0,141	1,012	-59,509	17,944	-4,272	12,299	-3,224	121,108	19,305	-19,578	-37,011	19,93	96522	409,32														
 09:07:37.078	COM12	2024-09-20 13:52:41.904	0,021	0,018	0,910	-63,477	14,587	11,292	6,037	-2,203	121,783	19,071	-16,874	-38,974	19,96	96522	409,32														
 09:07:37.170	COM12	2024-09-20 13:52:42.004	-0,071	-0,024	0,850	-55,603	1,892	2,808	-0,005	-1,456	122,223	18,551	-14,014	-40,833	19,93	96523	409,23														
 09:07:37.265	COM12	2024-09-20 13:52:42.104	-0,010	-0,075	0,927	-46,692	-5,310	-1,099	-5,142	-1,428	121,838	17,368	-10,751	-42,562	19,95	96527	408,89														
 09:07:37.375	COM12	2024-09-20 13:52:42.204	0,015	-0,132	0,987	-50,171	4,761	12,268	-10,129	-0,412	122,338	16,185	-7,150	-43,680	19,95	96527	408,89														
 09:07:37.469	COM12	2024-09-20 13:52:42.304	0,005	-0,293	0,812	-59,753	0,488	17,517	-15,084	-0,066	123,305	15,028	-3,016	-44,070	19,95	96525	409,06														
 09:07:37.577	COM12	2024-09-20 13:52:42.404	0,019	-0,317	0,907	-41,077	-8,972	5,127	-20,704	-0,308	123,706	14,196	2,574	-43,667	19,98	96525	409,06														
 09:07:37.672	COM12	2024-09-20 13:52:42.504	0,017	-0,299	0,836	-19,287	-19,226	-14,648	-23,917	-0,659	123,239	14,144	7,683	-42,744	19,95	96525	409,06														
 09:07:37.764	COM12	2024-09-20 13:52:42.604	0,107	-0,426	0,865	-14,099	-3,967	2,014	-25,307	-2,406	121,783	13,832	12,402	-42,302	19,98	96526	408,98														
 09:07:37.873	COM12	2024-09-20 13:52:42.704	0,117	-0,407	0,979	-3,052	-25,513	-17,212	-26,010	-4,373	119,658	13,312	16,848	-41,886	19,95	96526	408,98														
 09:07:37.964	COM12	2024-09-20 13:52:42.804	0,235	-0,398	1,083	31,982	-2,747	-3,601	-24,219	-6,614	117,642	11,622	19,903	-41,873	19,98	96527	408,89														
 09:07:38.071	COM12	2024-09-20 13:52:42.904	0,173	-0,318	1,197	68,665	-12,268	-28,198	-19,627	-6,916	113,654	10,764	20,670	-42,302	19,98	96527	408,89														
 09:07:38.165	COM12	2024-09-20 13:52:43.004	0,211	-0,151	1,061	96,619	-18,494	-34,546	-12,777	-8,833	108,885	8,099	18,967	-45,227	19,98	96527	408,89														
 09:07:38.275	COM12	2024-09-20 13:52:43.104	0,207	-0,160	0,928	59,326	0,732	-25,330	-6,284	-8,751	104,112	5,356	15,587	-49,270	19,98	96527	408,89														
