Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	Angle of course(°)	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 15:32:26.620	COM12		-0,022	0,015	1,009	0,000	0,000	0,000	0,297	1,324	-62,210	-125,983	288,730	400,790	20,17	96600	402,67														
 15:32:26.720	COM12		-0,025	0,015	1,009	0,061	0,061	0,000	0,319	1,318	-62,183	-125,983	288,717	400,790	20,25	96600	402,67														
 15:32:26.819	COM12		-0,023	0,018	1,025	0,000	0,000	0,000	0,346	1,307	-62,161	-125,983	288,717	400,790	20,23	96600	402,67														
 15:32:26.919	COM12		-0,025	0,017	1,016	-0,061	-0,061	0,000	0,368	1,302	-62,139	-125,970	288,730	400,790	20,22	96599	402,76														
 15:32:27.019	COM12		-0,024	0,018	1,019	0,000	0,000	0,000	0,390	1,296	-62,117	-125,983	288,717	400,790	20,22	96599	402,76														
 15:32:27.120	COM12		-0,024	0,017	1,013	0,000	0,000	0,000	0,406	1,291	-62,095	-125,970	288,730	400,803	20,22	96600	402,67														
 15:32:27.220	COM12		-0,023	0,016	1,010	0,000	0,000	0,000	0,428	1,285	-62,078	-125,970	288,730	400,777	20,22	96600	402,67														
 15:32:27.320	COM12		-0,023	0,016	1,009	0,000	0,000	0,000	0,445	1,280	-62,062	-125,970	288,730	400,803	20,25	96600	402,67														
 15:32:27.420	COM12		-0,023	0,016	1,009	0,000	0,000	0,000	0,461	1,274	-62,045	-125,957	288,743	400,790	20,20	96599	402,76														
 15:32:27.519	COM12		-0,023	0,016	1,008	0,000	0,000	0,000	0,478	1,269	-62,029	-125,957	288,717	400,790	20,20	96599	402,76														
 15:32:27.619	COM12		-0,023	0,016	1,009	0,000	0,000	0,000	0,494	1,263	-62,012	-125,957	288,717	400,790	20,23	96599	402,76														
