Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(ʯt)	Magnetic field Y(ʯt)	Magnetic field Z(ʯt)	Temperature(℃)	Pressure(Pa)	Height(m)	Longitude()	Latitude()	GPS ground speed(km)	Angle of course(°)	GPS height(m)	Number of satellites()	Position location()	Horizontal position()	Vertical position()	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
 05:11:20.820	COM12		-0,022	0,017	1,009	0,000	0,000	0,000	0,813	1,071	0,665	69,745	45,929	98,358	18,39	96787	386,73														
 05:11:20.920	COM12		-0,023	0,044	1,008	0,000	0,000	0,000	0,818	1,071	0,665	69,524	46,709	97,773	18,37	96787	386,73														
 05:11:21.020	COM12		-0,023	0,059	1,007	0,244	0,000	0,000	0,873	1,077	0,665	67,067	54,938	91,897	18,35	96787	386,73														
 05:11:21.120	COM12		-0,024	0,099	1,007	0,000	-0,061	0,061	0,983	1,077	0,670	58,682	80,249	71,708	18,37	96787	386,73														
 05:11:21.219	COM12		-0,024	0,088	1,007	-0,122	0,122	-0,183	1,159	1,088	0,670	37,830	130,013	18,070	18,37	96787	386,73														
 05:11:21.319	COM12		-0,021	0,078	1,006	0,183	0,000	0,183	1,329	1,093	0,676	4,030	178,061	-73,541	18,35	96788	386,65														
 05:11:21.419	COM12		-0,019	-0,017	1,009	-0,061	0,000	-0,244	1,406	1,110	0,621	-45,643	229,021	-209,872	18,39	96786	386,82														
 05:11:21.518	COM12		-0,022	-0,004	1,009	-0,549	-0,122	0,000	1,340	1,104	0,610	-100,828	271,752	-336,401	18,35	96786	386,82														
 05:11:21.618	COM12		-0,022	0,009	1,009	0,000	0,366	0,000	1,247	1,104	0,610	-148,538	284,284	-13,676	18,39	96781	387,25														
 05:11:21.718	COM12		-0,019	0,075	1,005	-0,183	0,061	0,122	1,241	1,121	0,604	-183,677	255,918	345,475	18,40	96780	387,33														
 05:11:21.818	COM12		-0,022	0,060	1,008	-0,305	0,000	-0,244	1,302	1,121	0,588	-197,795	165,633	380,523	18,35	96781	387,25														
 05:11:21.918	COM12		-0,019	0,012	1,009	-0,305	0,000	0,000	1,307	1,110	0,571	-151,593	-39,936	247,208	18,34	96786	386,82														
 05:11:22.018	COM12		-0,020	-0,073	1,011	-0,488	0,000	0,122	1,225	1,104	0,566	-61,607	-218,218	-243,568	18,37	96787	386,73														
 05:11:22.118	COM12		-0,026	-0,031	1,008	-0,366	0,122	0,000	1,060	1,088	0,566	8,606	-267,813	-153,140	18,39	96787	386,73														
 05:11:22.218	COM12		-0,020	-0,005	1,009	-0,427	0,000	0,183	0,912	1,082	0,566	63,063	-287,872	13,195	18,37	96787	386,73														
 05:11:22.319	COM12		-0,018	-0,022	1,007	-0,244	0,122	-0,061	0,791	1,082	0,571	106,002	-289,159	153,660	18,37	96787	386,73														
 05:11:22.419	COM12		-0,021	-0,012	1,009	-0,427	0,000	-0,244	0,687	1,082	0,566	134,082	-265,083	239,161	18,35	96787	386,73														
 05:11:22.519	COM12		-0,020	-0,027	1,010	-0,488	-0,122	0,000	0,593	1,071	0,555	155,844	-243,490	298,207	18,39	96787	386,73														
 05:11:22.619	COM12		-0,018	-0,055	1,009	-0,183	0,000	-0,061	0,450	1,066	0,555	178,620	-237,523	343,889	18,39	96787	386,73														
 05:11:22.719	COM12		-0,029	-0,065	1,010	-0,061	0,061	0,061	0,302	1,060	0,555	195,546	-233,727	372,450	18,37	96786	386,82														
 05:11:22.819	COM12		-0,020	0,029	1,008	0,000	0,061	0,549	0,093	1,066	0,577	203,138	-230,061	384,358	18,37	96786	386,82														
 05:11:22.919	COM12		-0,021	0,009	1,008	0,000	0,061	0,000	-0,016	1,066	0,621	204,165	-229,593	385,957	18,39	96787	386,73														
 05:11:23.019	COM12		-0,020	0,009	1,008	-0,061	0,000	-0,122	-0,044	1,055	0,615	204,295	-229,593	386,139	18,39	96787	386,73														
 05:11:23.120	COM12		-0,020	0,009	1,008	-0,061	0,000	-0,061	-0,038	1,055	0,615	204,295	-229,671	386,139	18,37	96787	386,73														
 05:11:23.220	COM12		-0,020	0,009	1,008	-0,061	0,061	-0,061	-0,027	1,049	0,610	204,269	-229,736	386,087	18,39	96787	386,73														
 05:11:23.320	COM12		-0,020	0,009	1,008	-0,061	0,061	0,000	-0,011	1,049	0,610	204,256	-229,788	386,074	18,35	96787	386,73														
 05:11:23.418	COM12		-0,020	0,009	1,008	-0,061	0,061	0,000	0,005	1,049	0,610	204,256	-229,814	386,061	18,39	96787	386,73														
 05:11:23.518	COM12		-0,019	0,009	1,008	0,000	0,061	0,000	0,022	1,049	0,610	204,256	-229,853	386,061	18,39	96787	386,73														
 05:11:23.619	COM12		-0,020	0,008	1,008	-0,061	0,061	0,000	0,038	1,055	0,610	204,256	-229,866	386,061	18,39	96787	386,73														
 05:11:23.719	COM12		-0,020	0,010	1,007	0,000	0,122	0,000	0,055	1,055	0,610	204,243	-229,879	386,048	18,37	96787	386,73														
 05:11:23.819	COM12		-0,020	0,009	1,008	-0,061	0,061	0,000	0,071	1,055	0,610	204,256	-229,879	386,048	18,39	96787	386,73														
 05:11:23.917	COM12		-0,020	0,009	1,008	0,000	0,061	0,000	0,088	1,055	0,610	204,256	-229,905	386,048	18,37	96787	386,73														
 05:11:24.019	COM12		-0,020	0,008	1,009	0,000	0,000	0,000	0,099	1,060	0,610	204,256	-229,905	386,061	18,40	96787	386,73														
 05:11:24.119	COM12		-0,020	0,008	1,008	0,000	0,000	0,000	0,115	1,055	0,610	204,256	-229,918	386,061	18,39	96787	386,73														
 05:11:24.218	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,132	1,049	0,610	204,256	-229,918	386,061	18,39	96787	386,73														
 05:11:24.318	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,143	1,044	0,610	204,256	-229,931	386,048	18,39	96787	386,73														
 05:11:24.418	COM12		-0,019	0,009	1,008	0,000	0,000	0,000	0,154	1,038	0,610	204,269	-229,931	386,048	18,40	96787	386,73														
 05:11:24.518	COM12		-0,020	0,009	1,007	0,000	0,000	0,000	0,170	1,038	0,610	204,256	-229,931	386,035	18,39	96787	386,73														
 05:11:24.618	COM12		-0,020	0,008	1,009	0,000	0,000	0,000	0,181	1,033	0,610	204,256	-229,931	386,035	18,39	96787	386,73														
 05:11:24.718	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,187	1,027	0,610	204,269	-229,944	386,035	18,39	96787	386,73														
 05:11:24.818	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,198	1,027	0,610	204,256	-229,944	386,048	18,37	96787	386,73														
 05:11:24.918	COM12		-0,021	0,009	1,008	0,000	0,000	0,000	0,209	1,022	0,610	204,269	-229,944	386,035	18,39	96787	386,73														
 05:11:25.018	COM12		-0,019	0,008	1,008	0,000	0,000	0,000	0,220	1,022	0,610	204,256	-229,944	386,061	18,39	96787	386,73														
 05:11:25.117	COM12		-0,025	-0,018	1,009	0,000	0,000	0,000	0,220	1,016	0,610	204,126	-230,126	385,814	18,39	96787	386,73														
 05:11:25.217	COM12		-0,016	0,071	1,007	0,122	-0,061	0,000	0,104	1,011	0,604	199,784	-233,948	378,105	18,35	96787	386,73														
 05:11:25.318	COM12		-0,005	-0,098	1,009	0,305	0,183	0,061	-0,066	1,005	0,599	185,029	-240,240	352,859	18,37	96787	386,73														
 05:11:25.417	COM12		-0,020	-0,030	1,010	-0,244	1,038	0,549	-0,253	1,000	0,599	159,120	-251,485	298,909	18,39	96789	386,56														
 05:11:25.518	COM12		-0,018	-0,013	1,006	0,244	0,061	0,000	-0,319	1,027	0,632	131,300	-283,829	220,909	18,39	96789	386,56														
 05:11:25.618	COM12		-0,018	0,057	1,007	0,122	0,061	-0,244	-0,280	1,044	0,621	90,623	-300,118	87,035	18,42	96790	386,48														
 05:11:25.717	COM12		-0,019	-0,036	1,008	0,183	0,122	0,427	-0,165	1,044	0,632	38,584	-289,848	-90,467	18,39	96788	386,65														
 05:11:25.818	COM12		-0,019	-0,001	1,008	0,061	0,000	0,488	-0,148	1,055	0,670	-26,104	-268,450	-270,257	18,37	96789	386,56														
 05:11:25.918	COM12		-0,021	0,017	1,010	0,366	0,061	0,122	-0,137	1,060	0,703	-118,144	-131,820	74,477	18,39	96788	386,65														
 05:11:26.018	COM12		-0,027	0,027	1,006	0,549	0,183	0,366	-0,115	1,066	0,709	-187,434	98,046	348,036	18,39	96789	386,56														
 05:11:26.118	COM12		-0,023	0,104	1,003	0,977	0,122	0,427	-0,038	1,088	0,720	-186,901	236,340	391,911	18,39	96791	386,39														
 05:11:26.217	COM12		-0,021	0,037	1,006	0,244	0,000	0,000	0,192	1,099	0,725	-149,721	285,805	-171,938	18,39	96788	386,65														
 05:11:26.317	COM12		-0,018	0,045	1,008	0,122	-0,061	-0,122	0,406	1,104	0,725	-104,624	278,811	-309,621	18,35	96788	386,65														
 05:11:26.418	COM12		-0,019	-0,009	1,007	0,305	0,000	0,000	0,538	1,110	0,720	-63,193	249,574	-243,100	18,37	96787	386,73														
 05:11:26.517	COM12		-0,020	0,008	1,008	0,061	-0,061	-0,061	0,593	1,110	0,725	-25,792	215,696	-148,941	18,37	96787	386,73														
 05:11:26.617	COM12		-0,021	0,081	1,009	0,061	0,244	0,427	0,648	1,115	0,725	5,057	180,349	-63,791	18,37	96787	386,73														
 05:11:26.717	COM12		-0,020	0,042	1,008	0,061	0,000	-0,061	0,813	1,121	0,725	25,818	153,270	-8,333	18,39	96788	386,65														
 05:11:26.817	COM12		-0,023	0,019	1,009	0,122	0,061	0,000	0,917	1,121	0,725	38,948	130,871	25,194	18,39	96787	386,73														
 05:11:26.917	COM12		-0,021	0,049	1,007	0,000	0,122	0,061	0,934	1,126	0,725	51,350	102,596	54,431	18,40	96787	386,73														
 05:11:27.017	COM12		-0,038	0,057	1,008	-0,122	0,000	-0,305	0,972	1,126	0,720	61,672	72,371	80,015	18,40	96787	386,73														
 05:11:27.117	COM12		-0,017	0,109	1,011	0,000	0,061	-0,793	1,027	1,126	0,709	68,185	51,558	94,900	18,42	96787	386,73														
 05:11:27.217	COM12		-0,024	0,017	1,008	0,122	0,061	-1,770	1,088	1,143	0,538	69,784	46,007	98,540	18,39	96787	386,73														
 05:11:27.317	COM12		-0,018	0,016	1,007	0,122	0,061	-0,122	1,099	1,137	0,505	70,005	45,162	99,125	18,40	96787	386,73														
 05:11:27.418	COM12		-0,026	0,018	1,009	0,000	0,000	0,000	1,110	1,137	0,456	70,057	44,928	99,320	18,39	96787	386,73														
 05:11:27.518	COM12		-0,024	0,021	1,011	-0,061	0,000	-0,488	1,093	1,132	0,445	70,070	44,837	99,372	18,39	96787	386,73														
 05:11:27.618	COM12		-0,021	0,014	1,008	0,000	0,061	0,061	1,066	1,132	0,445	69,940	45,162	99,216	18,39	96787	386,73														
 05:11:27.718	COM12		-0,021	0,017	1,008	0,000	0,000	0,061	1,049	1,132	0,450	69,875	45,370	99,073	18,37	96787	386,73														
 05:11:27.818	COM12		-0,021	0,017	1,008	0,061	0,000	0,000	1,038	1,126	0,450	69,862	45,461	99,047	18,39	96787	386,73														
 05:11:27.918	COM12		-0,022	0,017	1,007	0,061	0,000	0,000	1,027	1,126	0,456	69,849	45,500	99,034	18,39	96787	386,73														
 05:11:28.018	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	1,016	1,121	0,456	69,836	45,526	99,008	18,39	96787	386,73														
 05:11:28.118	COM12		-0,021	0,017	1,008	0,061	0,000	0,000	1,011	1,121	0,456	69,836	45,539	98,995	18,37	96787	386,73														
 05:11:28.217	COM12		-0,021	0,016	1,008	0,061	0,000	0,000	1,005	1,115	0,456	69,823	45,552	98,995	18,39	96787	386,73														
 05:11:28.318	COM12		-0,022	0,017	1,008	0,061	0,000	0,000	0,994	1,115	0,456	69,823	45,552	98,995	18,40	96787	386,73														
 05:11:28.418	COM12		-0,021	0,016	1,008	0,061	0,000	0,000	0,989	1,115	0,456	69,836	45,565	98,995	18,39	96787	386,73														
 05:11:28.517	COM12		-0,022	0,017	1,008	0,061	0,000	0,000	0,983	1,110	0,456	69,836	45,578	99,008	18,37	96787	386,73														
 05:11:28.616	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	0,972	1,110	0,456	69,836	45,565	98,995	18,42	96787	386,73														
 05:11:28.719	COM12		-0,021	0,017	1,009	0,000	0,000	0,000	0,967	1,110	0,456	69,836	45,552	99,008	18,39	96787	386,73														
 05:11:28.816	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	0,956	1,104	0,456	69,836	45,552	99,008	18,39	96787	386,73														
 05:11:28.916	COM12		-0,021	0,016	1,006	0,000	0,000	0,000	0,950	1,104	0,456	69,849	45,539	99,008	18,39	96787	386,73														
 05:11:29.018	COM12		-0,025	0,019	1,009	0,000	0,000	0,000	0,939	1,104	0,456	69,823	45,617	98,956	18,39	96787	386,73														
 05:11:29.117	COM12		-0,019	0,038	1,007	-0,061	0,000	0,061	0,945	1,104	0,472	69,160	47,814	97,409	18,37	96787	386,73														
 05:11:29.217	COM12		-0,023	0,073	1,010	-0,305	-0,061	0,305	0,994	1,099	0,478	65,403	59,735	88,816	18,40	96787	386,73														
 05:11:29.317	COM12		-0,022	0,057	1,008	0,122	0,000	-0,122	1,088	1,099	0,489	55,575	89,427	64,077	18,39	96786	386,82														
 05:11:29.418	COM12		-0,021	0,055	1,007	0,122	0,000	0,122	1,241	1,099	0,489	35,464	134,706	12,324	18,42	96787	386,73														
 05:11:29.517	COM12		-0,027	-0,021	1,009	0,000	0,000	0,122	1,395	1,104	0,500	2,756	179,868	-76,700	18,42	96788	386,65														
 05:11:29.617	COM12		-0,028	-0,001	1,012	-0,366	-0,122	-0,427	1,401	1,104	0,483	-39,741	223,457	-194,311	18,39	96788	386,65														
 05:11:29.717	COM12		-0,023	0,012	1,009	-0,427	-0,244	1,404	1,351	1,093	0,549	-87,061	263,757	-309,738	18,42	96786	386,82														
 05:11:29.817	COM12		-0,027	0,074	1,006	0,244	0,000	0,000	1,313	1,093	0,615	-134,056	285,311	-393,146	18,40	96782	387,16														
 05:11:29.918	COM12		-0,017	0,020	1,009	-0,549	-0,366	0,000	1,313	1,088	0,604	-175,487	266,253	304,226	18,40	96780	387,33														
 05:11:30.018	COM12		-0,022	0,025	1,004	0,000	0,000	-0,305	1,324	1,077	0,599	-198,302	196,378	375,856	18,42	96781	387,25														
 05:11:30.116	COM12		-0,021	0,023	1,008	-0,610	-0,183	-0,122	1,263	1,060	0,582	-176,631	41,184	391,417	18,40	96786	386,82														
 05:11:30.217	COM12		-0,023	-0,011	1,008	-0,427	-0,122	0,000	1,203	1,055	0,577	-104,910	-153,725	-200,772	18,35	96787	386,73														
 05:11:30.317	COM12		-0,018	0,043	1,008	-0,427	-0,061	0,000	1,060	1,033	0,566	-29,887	-250,939	-242,593	18,42	96787	386,73														
 05:11:30.416	COM12		-0,022	-0,023	1,007	-0,488	-0,061	0,061	0,950	1,027	0,566	27,599	-274,898	-103,402	18,39	96786	386,82														
 05:11:30.516	COM12		-0,016	-0,028	1,010	-0,427	-0,122	0,000	0,857	1,016	0,571	76,700	-291,590	57,447	18,40	96786	386,82														
 05:11:30.616	COM12		-0,021	-0,029	1,006	-0,244	0,000	-0,122	0,775	1,016	0,571	114,855	-284,388	181,415	18,40	96787	386,73														
 05:11:30.716	COM12		-0,023	0,021	1,005	-0,366	0,000	-0,061	0,709	1,005	0,566	141,167	-256,373	259,909	18,42	96787	386,73														
 05:11:30.816	COM12		-0,021	-0,081	1,010	-0,305	0,000	0,061	0,604	0,989	0,544	167,102	-239,603	321,685	18,42	96788	386,65														
 05:11:30.916	COM12		-0,021	0,024	1,010	0,000	0,061	0,183	0,390	0,989	0,555	186,706	-236,249	357,370	18,40	96786	386,82														
 05:11:31.016	COM12		-0,015	0,018	1,008	-0,305	-0,061	-0,061	0,236	0,978	0,555	198,172	-232,739	376,571	18,40	96786	386,82														
 05:11:31.115	COM12		-0,021	0,002	1,008	-0,061	0,000	0,977	0,137	0,978	0,615	203,619	-230,269	385,138	18,39	96786	386,82														
 05:11:31.217	COM12		-0,019	0,008	1,008	0,000	0,000	0,000	0,082	0,972	0,637	204,399	-230,009	386,347	18,40	96787	386,73														
 05:11:31.317	COM12		-0,020	0,010	1,008	-0,061	-0,183	-0,061	0,066	0,950	0,626	204,477	-230,087	386,438	18,40	96787	386,73														
 05:11:31.417	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,066	0,945	0,626	204,464	-230,191	386,386	18,40	96787	386,73														
 05:11:31.517	COM12		-0,020	0,009	1,008	-0,061	0,000	0,000	0,077	0,945	0,626	204,464	-230,243	386,360	18,40	96787	386,73														
 05:11:31.617	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,088	0,945	0,626	204,451	-230,256	386,347	18,39	96787	386,73														
 05:11:31.717	COM12		-0,020	0,009	1,008	-0,061	0,000	0,000	0,099	0,945	0,626	204,464	-230,269	386,360	18,39	96787	386,73														
 05:11:31.816	COM12		-0,020	0,008	1,008	0,000	0,000	0,000	0,110	0,950	0,626	204,451	-230,269	386,347	18,40	96787	386,73														
 05:11:31.917	COM12		-0,020	0,009	1,008	-0,061	0,000	0,000	0,121	0,950	0,626	204,464	-230,282	386,347	18,42	96787	386,73														
 05:11:32.017	COM12		-0,020	0,009	1,009	0,000	0,000	0,000	0,132	0,950	0,626	204,464	-230,308	386,334	18,42	96787	386,73														
 05:11:32.117	COM12		-0,019	0,009	1,008	-0,061	0,000	0,000	0,143	0,950	0,626	204,451	-230,295	386,334	18,39	96787	386,73														
 05:11:32.217	COM12		-0,020	0,009	1,007	0,000	0,000	0,000	0,154	0,950	0,626	204,451	-230,308	386,334	18,39	96787	386,73														
 05:11:32.317	COM12		-0,020	0,009	1,009	-0,061	0,000	0,000	0,165	0,956	0,626	204,451	-230,321	386,334	18,40	96787	386,73														
 05:11:32.417	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,176	0,956	0,626	204,438	-230,334	386,321	18,42	96787	386,73														
 05:11:32.517	COM12		-0,020	0,009	1,008	0,000	0,000	0,000	0,187	0,956	0,626	204,438	-230,360	386,308	18,40	96787	386,73														
 05:11:32.617	COM12		-0,011	0,007	1,007	0,000	0,000	0,000	0,198	0,956	0,626	204,451	-230,360	386,295	18,40	96787	386,73														
 05:11:32.717	COM12		-0,015	-0,182	1,008	0,122	0,183	-0,427	0,159	0,956	0,615	203,372	-231,400	384,397	18,40	96787	386,73														
 05:11:32.816	COM12		-0,016	-0,044	1,009	-0,061	-0,122	0,000	0,022	0,939	0,599	193,986	-237,458	368,160	18,42	96787	386,73														
 05:11:32.916	COM12		-0,029	-0,060	1,010	0,122	0,061	0,183	-0,148	0,934	0,599	175,149	-242,671	334,308	18,39	96789	386,56														
 05:11:33.016	COM12		-0,021	-0,038	1,011	0,183	0,793	0,916	-0,308	0,934	0,615	149,396	-261,781	273,390	18,39	96788	386,65														
 05:11:33.115	COM12		-0,021	-0,024	1,010	0,732	0,000	0,000	-0,368	0,956	0,621	116,857	-294,268	174,720	18,42	96790	386,48														
 05:11:33.215	COM12		-0,019	0,044	1,010	0,610	0,000	-0,122	-0,374	0,967	0,610	60,463	-293,384	-18,577	18,42	96790	386,48														
 05:11:33.315	COM12		-0,021	-0,080	1,011	0,732	0,183	0,000	-0,308	0,972	0,648	-10,998	-275,639	-234,078	18,42	96788	386,65														
 05:11:33.415	COM12		-0,022	0,027	1,007	0,793	0,000	0,488	-0,297	0,978	0,692	-117,507	-127,257	78,676	18,40	96788	386,65														
 05:11:33.515	COM12		-0,022	0,014	1,006	0,610	0,183	0,244	-0,258	0,989	0,703	-189,150	125,307	348,660	18,39	96790	386,48														
 05:11:33.615	COM12		-0,026	0,066	1,006	0,610	0,183	-0,122	-0,132	1,005	0,703	-174,902	256,945	242,008	18,43	96791	386,39														
 05:11:33.717	COM12		-0,028	0,107	1,006	0,366	-0,061	0,000	0,110	1,016	0,692	-122,538	282,542	-287,040	18,42	96789	386,56														
 05:11:33.815	COM12		-0,022	0,055	1,005	0,122	0,000	-0,488	0,363	1,027	0,681	-70,629	255,125	-253,890	18,42	96788	386,65														
 05:11:33.916	COM12		-0,022	-0,029	1,008	0,061	-0,122	0,061	0,533	1,038	0,665	-31,278	220,532	-162,448	18,42	96787	386,73														
 05:11:34.017	COM12		-0,028	0,036	1,007	0,122	0,061	0,000	0,566	1,038	0,659	3,406	182,221	-67,717	18,39	96788	386,65														
 05:11:34.115	COM12		-0,028	0,084	1,004	0,061	-0,183	-0,122	0,676	1,038	0,648	32,877	141,037	9,698	18,39	96788	386,65														
 05:11:34.215	COM12		-0,022	0,067	1,009	0,000	0,000	-3,174	0,846	1,049	0,500	51,298	100,568	55,432	18,42	96788	386,65														
 05:11:34.315	COM12		-0,019	0,010	1,007	0,061	0,000	-0,244	0,983	1,060	0,291	59,566	77,584	76,089	18,40	96787	386,73														
 05:11:34.416	COM12		-0,025	0,026	1,007	0,183	0,000	-0,549	1,022	1,060	0,242	65,429	58,942	90,818	18,42	96787	386,73														
 05:11:34.515	COM12		-0,013	0,016	1,007	0,122	0,000	-2,563	1,071	1,077	0,077	69,342	46,436	98,891	18,42	96787	386,73														
 05:11:34.615	COM12		-0,021	0,021	1,013	-0,366	-0,061	-0,916	1,099	1,077	-0,132	69,771	44,772	100,087	18,42	96787	386,73														
 05:11:34.715	COM12		-0,021	0,014	1,006	0,000	0,000	0,000	1,060	1,060	-0,137	69,706	44,837	100,087	18,43	96787	386,73														
 05:11:34.815	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	1,049	1,060	-0,137	69,628	45,032	99,983	18,42	96787	386,73														
 05:11:34.915	COM12		-0,022	0,017	1,008	0,000	0,000	0,000	1,038	1,060	-0,137	69,602	45,110	99,944	18,40	96787	386,73														
 05:11:35.015	COM12		-0,022	0,016	1,008	0,061	0,000	0,000	1,027	1,060	-0,137	69,589	45,149	99,905	18,40	96787	386,73														
 05:11:35.115	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	1,016	1,060	-0,137	69,589	45,175	99,892	18,42	96787	386,73														
 05:11:35.215	COM12		-0,021	0,017	1,008	0,061	0,000	0,000	1,005	1,060	-0,137	69,576	45,188	99,892	18,42	96787	386,73														
 05:11:35.315	COM12		-0,022	0,017	1,008	0,000	0,000	0,000	0,994	1,060	-0,137	69,576	45,201	99,879	18,42	96787	386,73														
 05:11:35.416	COM12		-0,021	0,016	1,008	0,000	0,000	0,000	0,983	1,066	-0,137	69,576	45,188	99,892	18,39	96787	386,73														
 05:11:35.514	COM12		-0,022	0,017	1,007	0,061	0,000	0,000	0,978	1,066	-0,137	69,576	45,188	99,905	18,40	96787	386,73														
 05:11:35.616	COM12		-0,021	0,017	1,009	0,000	0,000	0,000	0,972	1,066	-0,137	69,576	45,201	99,892	18,42	96787	386,73														
 05:11:35.716	COM12		-0,022	0,017	1,008	0,000	0,000	0,000	0,961	1,066	-0,137	69,576	45,201	99,892	18,40	96787	386,73														
 05:11:35.816	COM12		-0,022	0,017	1,008	0,000	0,000	0,000	0,956	1,066	-0,137	69,576	45,201	99,905	18,42	96787	386,73														
 05:11:35.916	COM12		-0,022	0,017	1,008	0,000	0,000	0,000	0,945	1,071	-0,137	69,576	45,214	99,892	18,40	96787	386,73														
 05:11:36.016	COM12		-0,021	0,017	1,008	0,000	0,000	0,000	0,939	1,071	-0,137	69,576	45,201	99,892	18,40	96787	386,73														
 05:11:36.115	COM12		-0,021	0,017	1,007	0,000	0,000	0,000	0,934	1,071	-0,137	69,563	45,201	99,892	18,40	96787	386,73														
